Timestamp,BoomCylinder_LD,BoomCylinder_LE,BucketCylinder_LD,BucketCylinder_LE,FinalDrive_LD,FinalDrive_LE,PumpDrive_1,PumpDrive_2,ShellCylinder_LD,ShellCylinder_LE,StickCylinder_LD,StickCylinder_LE,SwingDrive_LD,SwingDrive_LE,SwingGear_1,SwingGear_2
11-Apr-2022 12:19:10,28.8,28.8,,,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8
11-Apr-2022 12:19:51,,,27.7,27.7,,,,,,,,,,,,
11-Apr-2022 12:22:10,28.6,28.6,,,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6
11-Apr-2022 12:22:51,,,27.6,27.6,,,,,,,,,,,,
11-Apr-2022 12:25:10,28.5,28.5,,,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5
11-Apr-2022 12:25:51,,,27.6,27.6,,,,,,,,,,,,
11-Apr-2022 12:28:10,28.4,28.4,,,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4
11-Apr-2022 12:28:51,,,27.4,27.4,,,,,,,,,,,,
11-Apr-2022 12:31:10,28.3,28.3,,,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3
11-Apr-2022 12:31:51,,,27.4,27.4,,,,,,,,,,,,
11-Apr-2022 12:34:10,28.3,28.3,,,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3
11-Apr-2022 12:34:51,,,27.4,27.4,,,,,,,,,,,,
11-Apr-2022 12:37:10,28.2,28.2,,,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2
11-Apr-2022 12:37:51,,,27.3,27.3,,,,,,,,,,,,
11-Apr-2022 12:40:10,28.2,28.2,,,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2
11-Apr-2022 12:40:51,,,27.3,27.3,,,,,,,,,,,,
11-Apr-2022 12:43:10,28.1,28.1,,,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1
11-Apr-2022 12:43:51,,,27.3,27.3,,,,,,,,,,,,
11-Apr-2022 12:46:10,28.1,28.1,,,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1
11-Apr-2022 12:46:51,,,27.3,27.3,,,,,,,,,,,,
11-Apr-2022 12:49:10,28.1,28.1,,,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1
11-Apr-2022 12:49:51,,,27.3,27.3,,,,,,,,,,,,
11-Apr-2022 12:52:10,28.0,28.0,,,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
11-Apr-2022 12:52:51,,,27.2,27.2,,,,,,,,,,,,
11-Apr-2022 12:55:10,28.0,28.0,,,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
11-Apr-2022 12:55:51,,,27.2,27.2,,,,,,,,,,,,
11-Apr-2022 12:58:10,27.9,27.9,,,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9
11-Apr-2022 12:58:51,,,27.2,27.2,,,,,,,,,,,,
11-Apr-2022 13:01:10,27.8,27.8,,,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8
11-Apr-2022 13:01:51,,,27.2,27.2,,,,,,,,,,,,
11-Apr-2022 13:04:10,27.8,27.8,,,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8
11-Apr-2022 13:04:51,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 13:07:10,27.8,27.8,,,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8
11-Apr-2022 13:07:51,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 13:10:10,27.8,27.8,,,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8
11-Apr-2022 13:10:51,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 13:13:10,27.8,27.8,,,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8
11-Apr-2022 13:13:51,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 13:16:10,27.7,27.7,,,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7
11-Apr-2022 13:16:51,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 13:19:10,27.7,27.7,,,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7
11-Apr-2022 13:19:51,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 13:22:10,27.7,27.7,,,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7
11-Apr-2022 13:22:51,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 13:25:10,27.7,27.7,,,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7
11-Apr-2022 13:25:51,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 13:28:10,27.7,27.7,,,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7
11-Apr-2022 13:28:51,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 13:31:10,27.7,27.7,,,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7
11-Apr-2022 13:31:51,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 13:34:10,27.6,27.6,,,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6
11-Apr-2022 13:34:51,,,27.0,27.0,,,,,,,,,,,,
11-Apr-2022 13:37:10,27.5,27.5,,,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
11-Apr-2022 13:37:51,,,27.0,27.0,,,,,,,,,,,,
11-Apr-2022 13:40:10,27.5,27.5,,,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
11-Apr-2022 13:40:51,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 13:43:10,27.4,27.4,,,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4
11-Apr-2022 13:43:51,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 13:46:10,27.4,27.4,,,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4
11-Apr-2022 13:46:51,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 13:49:10,27.4,27.4,,,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4
11-Apr-2022 13:49:51,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 13:52:10,27.4,27.4,,,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4
11-Apr-2022 13:52:51,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 13:55:10,27.4,27.4,,,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4
11-Apr-2022 13:55:51,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 13:56:16,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 13:56:52,27.3,27.3,,,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3
11-Apr-2022 13:59:16,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 13:59:52,27.3,27.3,,,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3
11-Apr-2022 14:02:16,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 14:02:52,27.3,27.3,,,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3
11-Apr-2022 14:05:16,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 14:05:52,27.3,27.3,,,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3
11-Apr-2022 14:08:16,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 14:08:52,27.3,27.3,,,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3
11-Apr-2022 14:11:16,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 14:11:52,27.4,27.4,,,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4
11-Apr-2022 14:14:16,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 14:14:52,27.4,27.4,,,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4
11-Apr-2022 14:17:16,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 14:17:52,27.4,27.4,,,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4
11-Apr-2022 14:20:16,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 14:20:52,27.4,27.4,,,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4
11-Apr-2022 14:23:16,,,27.0,27.0,,,,,,,,,,,,
11-Apr-2022 14:23:52,27.4,27.4,,,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4
11-Apr-2022 14:26:16,,,27.0,27.0,,,,,,,,,,,,
11-Apr-2022 14:26:52,27.4,27.4,,,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4
11-Apr-2022 14:29:16,,,27.0,27.0,,,,,,,,,,,,
11-Apr-2022 14:29:52,27.5,27.5,,,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
11-Apr-2022 14:32:16,,,27.0,27.0,,,,,,,,,,,,
11-Apr-2022 14:32:52,27.5,27.5,,,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
11-Apr-2022 14:35:16,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 14:35:52,27.5,27.5,,,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
11-Apr-2022 14:38:16,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 14:38:52,27.5,27.5,,,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
11-Apr-2022 14:41:16,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 14:41:52,27.6,27.6,,,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6
11-Apr-2022 14:44:16,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 14:44:52,27.6,27.6,,,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6
11-Apr-2022 14:47:16,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 14:47:52,27.5,27.5,,,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
11-Apr-2022 14:50:16,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 14:50:52,27.6,27.6,,,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6
11-Apr-2022 14:53:16,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 14:53:52,27.6,27.6,,,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6
11-Apr-2022 14:56:16,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 14:56:52,27.6,27.6,,,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6
11-Apr-2022 14:59:16,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 14:59:52,27.5,27.5,,,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
11-Apr-2022 15:02:16,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 15:02:52,27.5,27.5,,,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
11-Apr-2022 15:05:16,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 15:05:52,27.5,27.5,,,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
11-Apr-2022 15:08:16,,,27.1,27.1,,,,,,,,,,,,
11-Apr-2022 15:08:52,27.4,27.4,,,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4
11-Apr-2022 15:11:16,,,27.0,27.0,,,,,,,,,,,,
11-Apr-2022 15:11:52,27.3,27.3,,,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3
11-Apr-2022 15:14:16,,,26.9,26.9,,,,,,,,,,,,
11-Apr-2022 15:14:52,27.2,27.2,,,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2
11-Apr-2022 15:17:16,,,26.8,26.8,,,,,,,,,,,,
11-Apr-2022 15:17:52,27.1,27.1,,,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1
11-Apr-2022 15:20:16,,,26.8,26.8,,,,,,,,,,,,
11-Apr-2022 15:20:52,27.0,27.0,,,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
11-Apr-2022 15:23:16,,,26.7,26.7,,,,,,,,,,,,
11-Apr-2022 15:23:52,27.0,27.0,,,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
11-Apr-2022 15:26:16,,,26.7,26.7,,,,,,,,,,,,
11-Apr-2022 15:26:52,27.0,27.0,,,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
11-Apr-2022 15:29:16,,,26.6,26.6,,,,,,,,,,,,
11-Apr-2022 15:29:52,26.9,26.9,,,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9
11-Apr-2022 15:32:16,,,26.5,26.5,,,,,,,,,,,,
11-Apr-2022 15:32:52,26.9,26.9,,,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9
11-Apr-2022 15:35:16,,,26.5,26.5,,,,,,,,,,,,
11-Apr-2022 15:35:52,26.8,26.8,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
11-Apr-2022 15:38:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 15:38:52,26.8,26.8,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
11-Apr-2022 15:41:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 15:41:52,26.8,26.8,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
11-Apr-2022 15:44:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 15:44:52,26.7,26.7,,,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7
11-Apr-2022 15:47:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 15:47:52,26.7,26.7,,,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7
11-Apr-2022 15:50:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 15:50:52,26.7,26.7,,,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7
11-Apr-2022 15:53:16,,,26.3,26.3,,,,,,,,,,,,
11-Apr-2022 15:53:52,26.6,26.6,,,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6
11-Apr-2022 15:56:16,,,26.3,26.3,,,,,,,,,,,,
11-Apr-2022 15:56:52,26.6,26.6,,,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6
11-Apr-2022 15:59:16,,,26.3,26.3,,,,,,,,,,,,
11-Apr-2022 15:59:52,26.6,26.6,,,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6
11-Apr-2022 16:02:16,,,26.3,26.3,,,,,,,,,,,,
11-Apr-2022 16:02:52,26.7,26.7,,,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7
11-Apr-2022 16:05:16,,,26.3,26.3,,,,,,,,,,,,
11-Apr-2022 16:05:52,26.7,26.7,,,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7
11-Apr-2022 16:08:16,,,26.3,26.3,,,,,,,,,,,,
11-Apr-2022 16:08:52,26.7,26.7,,,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7
11-Apr-2022 16:11:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 16:11:52,26.8,26.8,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
11-Apr-2022 16:14:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 16:14:52,26.8,26.8,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
11-Apr-2022 16:17:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 16:17:52,26.8,26.8,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
11-Apr-2022 16:20:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 16:20:52,26.8,26.8,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
11-Apr-2022 16:23:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 16:23:52,26.8,26.8,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
11-Apr-2022 16:26:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 16:26:52,26.8,26.8,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
11-Apr-2022 16:29:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 16:29:52,26.8,26.8,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
11-Apr-2022 16:32:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 16:32:52,26.8,26.8,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
11-Apr-2022 16:35:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 16:35:52,26.8,26.8,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8
11-Apr-2022 16:38:16,,,26.4,26.4,,,,,,,,,,,,
11-Apr-2022 16:38:52,26.7,26.7,,,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7
11-Apr-2022 16:41:16,,,26.2,26.2,,,,,,,,,,,,
11-Apr-2022 16:41:52,26.4,26.4,,,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4
11-Apr-2022 16:44:16,,,26.0,26.0,,,,,,,,,,,,
11-Apr-2022 16:44:52,26.2,26.2,,,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2
11-Apr-2022 16:47:16,,,25.9,25.9,,,,,,,,,,,,
11-Apr-2022 16:47:52,26.0,26.0,,,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
11-Apr-2022 16:50:16,,,25.8,25.8,,,,,,,,,,,,
11-Apr-2022 16:50:52,25.8,25.8,,,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8
11-Apr-2022 16:53:16,,,25.7,25.7,,,,,,,,,,,,
11-Apr-2022 16:53:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 16:56:16,,,25.6,25.6,,,,,,,,,,,,
11-Apr-2022 16:56:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 16:59:16,,,25.5,25.5,,,,,,,,,,,,
11-Apr-2022 16:59:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 17:02:16,,,25.5,25.5,,,,,,,,,,,,
11-Apr-2022 17:02:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 17:05:16,,,25.5,25.5,,,,,,,,,,,,
11-Apr-2022 17:05:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 17:08:16,,,25.4,25.4,,,,,,,,,,,,
11-Apr-2022 17:08:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 17:11:16,,,25.3,25.3,,,,,,,,,,,,
11-Apr-2022 17:11:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 17:14:16,,,25.3,25.3,,,,,,,,,,,,
11-Apr-2022 17:14:52,25.6,25.6,,,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
11-Apr-2022 17:17:16,,,25.3,25.3,,,,,,,,,,,,
11-Apr-2022 17:17:52,25.6,25.6,,,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
11-Apr-2022 17:20:16,,,25.3,25.3,,,,,,,,,,,,
11-Apr-2022 17:20:52,25.6,25.6,,,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
11-Apr-2022 17:23:16,,,25.2,25.2,,,,,,,,,,,,
11-Apr-2022 17:23:52,25.6,25.6,,,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
11-Apr-2022 17:26:16,,,25.2,25.2,,,,,,,,,,,,
11-Apr-2022 17:26:52,25.6,25.6,,,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
11-Apr-2022 17:29:16,,,25.2,25.2,,,,,,,,,,,,
11-Apr-2022 17:29:52,25.6,25.6,,,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
11-Apr-2022 17:32:16,,,25.2,25.2,,,,,,,,,,,,
11-Apr-2022 17:32:52,25.6,25.6,,,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
11-Apr-2022 17:35:16,,,25.2,25.2,,,,,,,,,,,,
11-Apr-2022 17:35:52,25.6,25.6,,,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
11-Apr-2022 17:38:16,,,25.2,25.2,,,,,,,,,,,,
11-Apr-2022 17:38:52,25.6,25.6,,,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
11-Apr-2022 17:41:16,,,25.2,25.2,,,,,,,,,,,,
11-Apr-2022 17:41:52,25.6,25.6,,,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
11-Apr-2022 17:44:16,,,25.3,25.3,,,,,,,,,,,,
11-Apr-2022 17:44:52,25.6,25.6,,,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
11-Apr-2022 17:47:16,,,25.3,25.3,,,,,,,,,,,,
11-Apr-2022 17:47:52,25.6,25.6,,,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
11-Apr-2022 17:50:16,,,25.2,25.2,,,,,,,,,,,,
11-Apr-2022 17:50:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 17:53:16,,,25.3,25.3,,,,,,,,,,,,
11-Apr-2022 17:53:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 17:56:16,,,25.3,25.3,,,,,,,,,,,,
11-Apr-2022 17:56:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 17:59:16,,,25.3,25.3,,,,,,,,,,,,
11-Apr-2022 17:59:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 18:02:16,,,25.3,25.3,,,,,,,,,,,,
11-Apr-2022 18:02:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 18:05:16,,,25.3,25.3,,,,,,,,,,,,
11-Apr-2022 18:05:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 18:08:16,,,25.3,25.3,,,,,,,,,,,,
11-Apr-2022 18:08:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 18:11:16,,,25.4,25.4,,,,,,,,,,,,
11-Apr-2022 18:11:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 18:14:16,,,25.4,25.4,,,,,,,,,,,,
11-Apr-2022 18:14:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 18:17:16,,,25.4,25.4,,,,,,,,,,,,
11-Apr-2022 18:17:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 18:20:16,,,25.4,25.4,,,,,,,,,,,,
11-Apr-2022 18:20:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 18:23:16,,,25.4,25.4,,,,,,,,,,,,
11-Apr-2022 18:23:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 18:26:16,,,25.4,25.4,,,,,,,,,,,,
11-Apr-2022 18:26:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 18:29:16,,,25.4,25.4,,,,,,,,,,,,
11-Apr-2022 18:29:52,25.7,25.7,,,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7
11-Apr-2022 18:32:16,,,25.4,25.4,,,,,,,,,,,,
