y_true,y_pred_svr_MainPumpP1,y_pred_lstm_MainPumpP1,y_pred_gru_MainPumpP1,y_true,y_pred_svr_MainPumpP2,y_pred_lstm_MainPumpP2,y_pred_gru_MainPumpP2
28.0,33.73552599638904,27.485682,28.227562,63.0,66.49647583329798,63.56755,62.848824
28.0,33.623396288046905,27.528069,28.229277,63.0,66.48494998271416,63.56961,62.863194
28.0,33.540153983996504,27.528732,28.223143,63.0,66.49522304831066,63.564728,62.84419
28.0,33.47724237987448,27.51783,28.216078,63.0,66.51491549443708,63.559303,62.81758
28.0,33.43182283855944,27.508144,28.215265,63.0,66.56344538472264,63.54979,62.81016
28.0,33.3974595321149,27.503305,28.216152,63.0,66.58173157468691,63.542976,62.810596
28.0,33.37173835711412,27.498276,28.216604,62.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,62.0,66.03567736743578,61.963974,61.226128
28.0,33.35548322824098,27.495321,28.216722,62.0,65.77966325276155,62.370003,61.63687
28.0,33.35548322824098,27.495321,28.216722,62.0,65.64668879465668,62.51156,61.711502
28.0,33.35548322824098,27.495321,28.216722,62.0,65.57183905054215,62.561497,61.863808
28.0,33.35548322824098,27.495321,28.216722,62.0,65.54348129230083,62.56993,61.87682
28.0,33.35548322824098,27.495321,28.216722,62.0,65.54679564650141,62.569733,61.856636
28.0,33.35548322824098,27.495321,28.216722,62.0,65.5658986583436,62.5642,61.82996
27.0,33.35548322824098,27.495321,28.216722,62.0,65.61128288569384,62.55441,61.818172
27.0,33.108901128156276,25.829023,26.525394,62.0,65.6299025410985,62.54726,61.817673
27.0,32.94725662021952,26.217617,26.993313,62.0,65.6384961043813,62.54238,61.820297
27.0,32.85361784580681,26.426872,27.216784,62.0,65.6384961043813,62.54238,61.820297
27.0,32.79209169344232,26.474506,27.215616,62.0,65.6384961043813,62.54238,61.820297
27.0,32.750216872624165,26.47836,27.211065,62.0,65.6384961043813,62.54238,61.820297
27.0,32.71958644596618,26.470495,27.204788,62.0,65.6384961043813,62.54238,61.820297
27.0,32.68307559823536,26.460701,27.203796,62.0,65.6384961043813,62.54238,61.820297
27.0,32.65630139620166,26.453266,27.20451,62.0,65.6384961043813,62.54238,61.820297
27.0,32.63732213995605,26.448635,27.204895,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.446262,27.205118,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.446262,27.205118,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.446262,27.205118,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.446262,27.205118,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.44626,27.205112,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.44626,27.205112,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.446262,27.205118,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.446262,27.205118,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.446262,27.205118,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.446262,27.205118,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.446262,27.205118,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.446262,27.205118,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.446262,27.205118,62.0,65.6384961043813,62.54238,61.820297
27.0,32.62663570960973,26.446262,27.205118,62.0,65.6384961043813,62.54238,61.820297
28.0,32.62663570960973,26.446262,27.205118,62.0,65.6384961043813,62.54238,61.820297
28.0,32.866186826135376,28.127432,28.902046,62.0,65.6384961043813,62.54238,61.820297
28.0,33.029688624235554,27.719584,28.428894,62.0,65.6384961043813,62.54238,61.820297
28.0,33.12809656797885,27.510986,28.20327,62.0,65.6384961043813,62.54238,61.820297
28.0,33.194769693905826,27.466238,28.20461,62.0,65.6384961043813,62.54238,61.820297
28.0,33.24109777572571,27.463108,28.211023,62.0,65.6384961043813,62.54238,61.820297
28.0,33.274979341402336,27.471066,28.21785,62.0,65.6384961043813,62.54238,61.820297
28.0,33.313113524907166,27.480873,28.21845,62.0,65.6384961043813,62.54238,61.820297
28.0,33.33892347498275,27.486305,28.217411,62.0,65.6384961043813,62.54238,61.820297
28.0,33.353631896704115,27.492325,28.216928,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216724,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216724,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,62.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,63.0,65.6384961043813,62.54238,61.820297
28.0,33.35548322824098,27.495321,28.216722,63.0,66.18834088301345,64.11884,63.405334
28.0,33.35548322824098,27.495321,28.216722,63.0,66.44985079081663,63.706993,62.99605
28.0,33.35548322824098,27.495321,28.216722,63.0,66.58617145614751,63.57029,62.921085
28.0,33.35548322824098,27.495321,28.216722,63.0,66.66227857868056,63.521564,62.769733
28.0,33.35548322824098,27.495321,28.216722,63.0,66.69034377191741,63.512287,62.757084
28.0,33.35548322824098,27.495321,28.216722,63.0,66.68641744974708,63.51316,62.777287
28.0,33.35548322824098,27.495321,28.216722,62.0,66.66677563084023,63.516987,62.803795
28.0,33.35548322824098,27.495321,28.216722,62.0,66.06853205670545,61.953518,61.228275
28.0,33.35548322824098,27.495321,28.216722,62.0,65.79224205721863,62.364834,61.63944
28.0,33.35548322824098,27.495321,28.216722,62.0,65.64668879465668,62.51156,61.711502
28.0,33.35548322824098,27.495321,28.216722,62.0,65.57183905054215,62.561497,61.863808
28.0,33.35548322824098,27.495321,28.216722,63.0,65.54348129230083,62.56993,61.87682
28.0,33.35548322824098,27.495321,28.216722,63.0,66.09961084199747,64.14851,63.44142
28.0,33.35548322824098,27.495321,28.216722,63.0,66.37892638545229,63.727615,63.00568
28.0,33.35548322824098,27.495321,28.216722,63.0,66.56045853102083,63.58183,62.918953
28.0,33.35548322824098,27.495321,28.216722,63.0,66.65442423089172,63.52625,62.767128
28.0,33.35548322824098,27.495321,28.216722,63.0,66.69034377191741,63.512287,62.757084
28.0,33.35548322824098,27.495321,28.216722,63.0,66.68641744974708,63.51316,62.777287
28.0,33.35548322824098,27.495321,28.216722,63.0,66.66677563084023,63.516987,62.803795
28.0,33.35548322824098,27.495321,28.216722,63.0,66.61986992632971,63.526436,62.81538
28.0,33.35548322824098,27.495321,28.216722,63.0,66.60081962829312,63.53324,62.815792
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216724,63.0,66.5897309537628,63.538105,62.81323
28.0,33.35548322824098,27.495321,28.216724,63.0,66.5897309537628,63.538105,62.81323
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216724,63.0,66.5897309537628,63.538105,62.81323
28.0,33.35548322824098,27.495321,28.216724,63.0,66.5897309537628,63.538105,62.81323
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
29.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
29.0,33.622506577996276,29.16241,29.921772,63.0,66.5897309537628,63.538105,62.813225
29.0,33.807036074028446,28.762608,29.44589,63.0,66.5897309537628,63.538105,62.813225
28.0,33.92114595306691,28.558447,29.220604,63.0,66.5897309537628,63.538105,62.813225
28.0,33.729587869723325,26.853935,27.51874,63.0,66.5897309537628,63.538105,62.813225
29.0,33.60340569304496,27.239637,27.99495,63.0,66.5897309537628,63.538105,62.813225
29.0,33.80258323918972,29.11427,29.934109,63.0,66.5897309537628,63.538105,62.813225
28.0,33.95636745537113,28.776905,29.460413,63.0,66.5897309537628,63.538105,62.813225
28.0,33.77698535105606,26.925209,27.526958,63.0,66.5897309537628,63.538105,62.813225
28.0,33.653009321720795,27.262466,27.989117,63.0,66.5897309537628,63.538105,62.813225
28.0,33.561354726480346,27.45743,28.220427,63.0,66.5897309537628,63.538105,62.813225
28.0,33.49375209325126,27.507048,28.229744,63.0,66.5897309537628,63.538105,62.813225
28.0,33.46212027414288,27.515669,28.22459,63.0,66.5897309537628,63.538105,62.813225
28.0,33.44172171076333,27.510004,28.216688,63.0,66.5897309537628,63.538105,62.813225
28.0,33.41934287460951,27.504852,28.21541,63.0,66.5897309537628,63.538105,62.813225
28.0,33.3974595321149,27.503305,28.216152,63.0,66.5897309537628,63.538105,62.813225
28.0,33.37173835711412,27.498276,28.216604,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216724,63.0,66.5897309537628,63.538105,62.81323
28.0,33.35548322824098,27.495321,28.216724,63.0,66.5897309537628,63.538105,62.81323
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
29.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
29.0,33.622506577996276,29.16241,29.921772,63.0,66.5897309537628,63.538105,62.813225
29.0,33.807036074028446,28.762608,29.44589,63.0,66.5897309537628,63.538105,62.813225
28.0,33.92114595306691,28.558447,29.220604,63.0,66.5897309537628,63.538105,62.813225
28.0,33.729587869723325,26.853935,27.51874,63.0,66.5897309537628,63.538105,62.813225
28.0,33.60340569304496,27.239637,27.99495,63.0,66.5897309537628,63.538105,62.813225
29.0,33.53474005106144,27.452238,28.229136,63.0,66.5897309537628,63.538105,62.813225
29.0,33.77237433835802,29.17,29.936235,63.0,66.5897309537628,63.538105,62.813225
28.0,33.935465651001145,28.78569,29.45301,63.0,66.5897309537628,63.538105,62.813225
28.0,33.75886290895754,26.92017,27.519527,63.0,66.5897309537628,63.538105,62.813225
29.0,33.61785501005306,27.256258,27.988195,63.0,66.5897309537628,63.538105,62.813225
29.0,33.79689669292942,29.116432,29.926237,63.0,66.5897309537628,63.538105,62.813225
29.0,33.921686828386115,28.76997,29.459372,63.0,66.5897309537628,63.538105,62.813225
29.0,34.01344781129141,28.576708,29.22849,63.0,66.5897309537628,63.538105,62.813225
28.0,34.08385771432066,28.528656,29.219755,63.0,66.5897309537628,63.538105,62.813225
28.0,33.843972995613555,26.862768,27.522923,63.0,66.5897309537628,63.538105,62.813225
28.0,33.679164479618954,27.255049,28.00126,63.0,66.5897309537628,63.538105,62.813225
28.0,33.59250916502024,27.464357,28.230062,63.0,66.5897309537628,63.538105,62.813225
28.0,33.53903261108562,27.513535,28.2304,63.0,66.5897309537628,63.538105,62.813225
28.0,33.50747285635558,27.522196,28.223398,63.0,66.5897309537628,63.538105,62.813225
28.0,33.47724237987448,27.51783,28.216078,63.0,66.5897309537628,63.538105,62.813225
28.0,33.43182283855944,27.508144,28.215265,63.0,66.5897309537628,63.538105,62.813225
29.0,33.3974595321149,27.503305,28.216152,63.0,66.5897309537628,63.538105,62.813225
29.0,33.63880346276023,29.165262,29.921654,63.0,66.5897309537628,63.538105,62.813225
29.0,33.807036074028446,28.762608,29.44589,63.0,66.5897309537628,63.538105,62.813225
29.0,33.92114595306691,28.558447,29.220604,63.0,66.5897309537628,63.538105,62.813225
28.0,34.00054773252159,28.513758,29.219795,63.0,66.5897309537628,63.538105,62.813225
28.0,33.78621485830841,26.85227,27.524183,63.0,66.5897309537628,63.538105,62.813225
29.0,33.646144718997654,27.247091,28.001825,63.0,66.5897309537628,63.538105,62.813225
28.0,33.84979944379387,29.121483,29.935143,63.0,66.5897309537628,63.538105,62.81323
28.0,33.72040339957205,27.126707,27.757055,63.0,66.5897309537628,63.538105,62.81323
28.0,33.6174898401963,27.31611,27.99756,63.0,66.5897309537628,63.538105,62.813225
28.0,33.55241737906049,27.470901,28.215456,63.0,66.5897309537628,63.538105,62.813225
28.0,33.48597300180387,27.504229,28.221672,63.0,66.5897309537628,63.538105,62.813225
28.0,33.43939043522198,27.51104,28.223333,63.0,66.5897309537628,63.538105,62.813225
28.0,33.41990790647325,27.507996,28.217417,63.0,66.5897309537628,63.538105,62.813225
28.0,33.39326475388131,27.500319,28.215872,63.0,66.5897309537628,63.538105,62.813225
28.0,33.38316510785819,27.500122,28.216269,63.0,66.5897309537628,63.538105,62.813225
28.0,33.37173835711412,27.498276,28.216604,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216724,63.0,66.5897309537628,63.538105,62.81323
28.0,33.35548322824098,27.495321,28.216724,63.0,66.5897309537628,63.538105,62.81323
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
28.0,33.35548322824098,27.495321,28.216722,63.0,66.5897309537628,63.538105,62.813225
30.000000000000004,33.35548322824098,27.495321,28.216722,64.0,66.5897309537628,63.538105,62.813225
33.0,33.90921269118135,30.830269,31.627686,68.0,67.1505323027816,65.11261,64.40073
39.0,35.27920250126188,34.99448,35.775955,74.0,69.70292101858124,70.96975,70.34039
45.0,38.60100728805581,43.193863,44.052063,80.0,74.3368054192923,78.35084,77.65389
50.0,43.43352873500481,49.379288,50.085052,84.0,79.56255309012718,84.15185,82.9023
53.0,48.220124847759294,53.487335,54.119347,88.00000000000001,83.39642789621017,86.5669,85.51037
56.0,51.533999641157926,55.06611,55.952576,91.0,86.22604588093074,89.94845,89.5497
56.0,53.64048693561375,57.49201,58.117645,91.0,87.99965104567637,92.14303,91.7914
56.0,54.53375651008614,56.257153,56.68013,90.0,88.17651941887853,91.487625,90.71829
55.0,55.015071468317934,56.21792,56.65137,90.0,87.36783461143277,90.12105,89.21308
56.0,55.24023656331367,54.649326,55.04265,90.0,86.83993709765248,90.3675,89.68981
54.0,55.89439710040138,56.494865,57.000267,89.0,86.6872611319254,90.233154,89.58068
53.0,55.51343128656949,52.96273,53.492638,88.00000000000001,86.16440650216403,88.77869,88.139694
53.0,54.475568362281535,52.267014,52.729813,88.00000000000001,85.27038229269685,87.840256,87.18743
51.99999999999999,53.608355962459804,52.680145,53.388187,87.0,85.24830592716448,88.29794,87.62528
51.0,52.756325157901585,51.23365,51.800064,86.0,84.87416125013728,86.65801,86.09044
51.99999999999999,51.719808368133535,50.188015,50.71113,87.0,84.17480602025677,85.82979,85.18724
51.99999999999999,52.242710125953955,52.196987,53.028423,87.0,84.7960742846044,87.845276,87.086006
51.99999999999999,52.25234705141391,51.821533,52.562874,87.0,84.97437291846562,87.1062,86.501785
51.99999999999999,52.582144016612034,51.77094,52.480648,87.0,85.06058583878418,87.333015,86.63941
51.0,52.52988670827558,51.775894,52.46939,86.0,84.88224077616422,87.22685,86.587456
50.0,52.19651229551637,50.26625,50.791214,85.0,83.90497641743667,85.68832,85.13103
50.0,51.72858820544053,49.199497,49.680004,84.0,83.11157630217632,84.79525,84.18467
53.0,51.63379146991914,49.706722,50.327538,88.00000000000001,82.32843492978654,83.736305,83.14538
55.0,53.09123058380518,54.303238,55.42965,90.0,85.43460572213347,90.357635,89.5057
58.0,54.69471181934729,55.94333,56.931046,92.0,87.6446905591032,91.04859,90.26157
59.0,56.51207272619966,58.79934,59.1622,94.0,89.15290661288451,93.04754,92.5072
58.0,57.42935229355626,59.041054,59.58693,93.0,90.17772353484823,94.71896,94.19168
56.0,57.05218755414329,57.60832,58.256393,91.0,89.29216299431454,92.973785,92.318665
54.0,55.89202753201602,55.05745,55.770905,89.0,87.60085178026786,90.47972,89.70998
56.0,54.7285115156806,52.888004,53.55846,91.0,85.99431017620755,88.42938,87.75785
58.0,55.55679116290771,56.72426,57.52604,93.0,87.39825603912556,92.28273,91.6155
60.00000000000001,57.10019966804088,58.60182,58.978535,95.0,89.87536112943228,93.8714,93.22851
61.0,58.02373817781818,60.199745,60.50862,96.0,91.86830770068907,95.7392,95.125916
61.0,58.29588859792824,60.665405,61.138924,96.0,92.360980985679,96.32274,95.768875
61.0,57.68195923930585,60.50247,61.1821,96.0,92.10658925851357,96.048996,95.47926
61.0,57.545572411048724,60.58601,61.269085,96.0,91.91916423917779,96.06341,95.46702
61.0,58.06198214338521,60.604027,61.247746,96.0,92.16990724892374,96.0782,95.44735
62.0,58.355895700518204,60.622242,61.24707,97.0,92.3272290011181,96.082825,95.44661
62.0,59.3704881660814,61.672684,62.10176,97.0,93.37321752762575,97.25983,96.67235
62.0,59.101275286687006,61.39882,61.986942,97.0,93.57864809685448,96.981544,96.35964
62.0,58.6271468040237,61.443222,62.077335,97.0,93.59072455612439,96.99663,96.38784
62.0,58.216474254134226,61.465683,62.076694,97.0,93.4833833579486,97.00293,96.36673
62.0,58.04393084675091,61.48031,62.089912,97.0,93.44392762013207,97.00442,96.368454
62.0,58.127698930639696,61.490578,62.092224,97.0,93.51589136909459,97.0056,96.36691
62.0,58.20595560060443,61.498684,62.09467,97.0,93.56778859981515,97.006035,96.36716
62.0,58.08266890597359,61.500763,62.09571,97.0,93.52134630667953,97.005264,96.36699
62.0,58.10763206634735,61.50077,62.09603,97.0,93.57799917098022,97.00465,96.366936
63.0,57.90530938011759,61.50046,62.09604,98.0,93.52215994043385,97.004585,96.36687
62.0,58.5928806959035,62.53413,62.845406,97.0,94.1904094706891,98.18791,97.594574
60.00000000000001,57.98425104387375,61.219456,61.879528,95.0,93.63222285172468,96.72196,96.05307
58.0,56.404038440117354,58.98093,59.866497,93.0,92.10045707421838,94.56143,93.8886
