"data","pbr"
"2010-09-17",35.4799995422363
"2010-09-20",35.939998626709
"2010-09-21",35.3699989318848
"2010-09-22",34.7099990844727
"2010-09-23",35.5900001525879
"2010-09-24",34.9199981689453
"2010-09-27",35.8600006103516
"2010-09-28",35.5800018310547
"2010-09-29",35.7200012207031
"2010-09-30",36.2700004577637
"2010-10-01",36.4599990844727
"2010-10-04",36.5900001525879
"2010-10-05",36.7099990844727
"2010-10-06",35.0900001525879
"2010-10-07",33.8899993896484
"2010-10-08",34.6800003051758
"2010-10-11",34.5999984741211
"2010-10-12",34.5800018310547
"2010-10-13",34.7400016784668
"2010-10-14",34.8800010681152
"2010-10-15",34.2900009155273
"2010-10-18",34.4599990844727
"2010-10-19",33.1800003051758
"2010-10-20",33.0499992370605
"2010-10-21",32.0099983215332
"2010-10-22",31.8999996185303
"2010-10-25",32.310001373291
"2010-10-26",33.6599998474121
"2010-10-27",33.6800003051758
"2010-10-28",34.3300018310547
"2010-10-29",34.1199989318848
"2010-11-01",34.2700004577637
"2010-11-02",34.810001373291
"2010-11-03",34.8600006103516
"2010-11-04",36.3300018310547
"2010-11-05",36.1300010681152
"2010-11-08",36.0999984741211
"2010-11-09",35.6599998474121
"2010-11-10",35.5099983215332
"2010-11-11",35.060001373291
"2010-11-12",33.8699989318848
"2010-11-15",33.689998626709
"2010-11-16",32.5
"2010-11-17",32.810001373291
"2010-11-18",33.5999984741211
"2010-11-19",33.5900001525879
"2010-11-22",32.75
"2010-11-23",32.0299987792969
"2010-11-24",32.9900016784668
"2010-11-26",32.2400016784668
"2010-11-29",32.5900001525879
"2010-11-30",32.439998626709
"2010-12-01",33.3199996948242
"2010-12-02",33.7799987792969
"2010-12-03",34.3899993896484
"2010-12-06",34.6199989318848
"2010-12-07",33.5999984741211
"2010-12-08",33.2599983215332
"2010-12-09",33.2599983215332
"2010-12-10",33.5999984741211
"2010-12-13",33.9300003051758
"2010-12-14",34.0699996948242
"2010-12-15",33.3300018310547
"2010-12-16",33.3600006103516
"2010-12-17",34.0800018310547
"2010-12-20",33.9300003051758
"2010-12-21",34.0200004577637
"2010-12-22",34.1100006103516
"2010-12-23",34.2799987792969
"2010-12-27",34.7599983215332
"2010-12-28",35.6599998474121
"2010-12-29",36.6800003051758
"2010-12-30",37.560001373291
"2010-12-31",37.8400001525879
"2011-01-03",37.2900009155273
"2011-01-04",36.9799995422363
"2011-01-05",37.1800003051758
"2011-01-06",36.7700004577637
"2011-01-07",36.2200012207031
"2011-01-10",36.1199989318848
"2011-01-11",37.0400009155273
"2011-01-12",38.4300003051758
"2011-01-13",37.1800003051758
"2011-01-18",37.4300003051758
"2011-01-19",36.8300018310547
"2011-01-20",36.5
"2011-01-21",36.1300010681152
"2011-01-24",36.7299995422363
"2011-01-25",36.0200004577637
"2011-01-26",36.060001373291
"2011-01-27",35.8400001525879
"2011-01-28",35.4099998474121
"2011-01-31",36.7299995422363
"2011-02-01",37.7299995422363
"2011-02-02",37.9099998474121
"2011-02-03",38.4599990844727
"2011-02-04",38.0400009155273
"2011-02-07",36.8499984741211
"2011-02-08",36.9199981689453
"2011-02-09",35.9500007629395
"2011-02-10",36.0400009155273
"2011-02-11",36.2400016784668
"2011-02-14",36.7400016784668
"2011-02-15",37.5200004577637
"2011-02-16",37.7999992370605
"2011-02-17",37.6699981689453
"2011-02-18",38
"2011-02-22",38.2999992370605
"2011-02-23",40.3199996948242
"2011-02-24",39.7400016784668
"2011-02-25",40.3800010681152
"2011-02-28",39.8300018310547
"2011-03-01",39.2000007629395
"2011-03-02",40.8800010681152
"2011-03-03",40.939998626709
"2011-03-04",41.4799995422363
"2011-03-07",41.5699996948242
"2011-03-08",40.5499992370605
"2011-03-09",40.4300003051758
"2011-03-10",39.189998626709
"2011-03-11",39.4300003051758
"2011-03-14",39.7999992370605
"2011-03-15",39.2099990844727
"2011-03-16",38.6399993896484
"2011-03-17",39.0999984741211
"2011-03-18",38.8699989318848
"2011-03-21",39.5400009155273
"2011-03-22",39.810001373291
"2011-03-23",40.3300018310547
"2011-03-24",40.1399993896484
"2011-03-25",40.6199989318848
"2011-03-28",39.8699989318848
"2011-03-30",40.4099998474121
"2011-03-31",40.4300003051758
"2011-04-01",41.4099998474121
"2011-04-04",41.3499984741211
"2011-04-05",40.7299995422363
"2011-04-06",40.4799995422363
"2011-04-07",40.4700012207031
"2011-04-08",40.6399993896484
"2011-04-11",39.8300018310547
"2011-04-12",38.2099990844727
"2011-04-13",37.2000007629395
"2011-04-14",36.939998626709
"2011-04-15",37.810001373291
"2011-04-18",36.3300018310547
"2011-04-19",37.0900001525879
"2011-04-21",38.2200012207031
"2011-04-25",37.9300003051758
"2011-04-26",38.0499992370605
"2011-04-27",37.3800010681152
"2011-04-28",36.939998626709
"2011-04-29",37.3300018310547
"2011-05-02",37.2099990844727
"2011-05-03",36.6599998474121
"2011-05-04",35.7099990844727
"2011-05-05",34.4799995422363
"2011-05-06",34.3499984741211
"2011-05-09",34.7299995422363
"2011-05-10",35.189998626709
"2011-05-11",34.3400001525879
"2011-05-12",33.6699981689453
"2011-05-13",33.0400009155273
"2011-05-16",33.6199989318848
"2011-05-17",34.2700004577637
"2011-05-18",34.2599983215332
"2011-05-19",33.689998626709
"2011-05-20",33.8699989318848
"2011-05-23",33.3499984741211
"2011-05-24",33.6100006103516
"2011-05-25",33.6500015258789
"2011-05-26",34.1500015258789
"2011-05-27",34.5400009155273
"2011-05-31",34.6300010681152
"2011-06-01",33.939998626709
"2011-06-02",33.9799995422363
"2011-06-03",34.0499992370605
"2011-06-06",32.9799995422363
"2011-06-07",32.6399993896484
"2011-06-08",32.8400001525879
"2011-06-09",33.4300003051758
"2011-06-10",33.2099990844727
"2011-06-13",32.9000015258789
"2011-06-14",33.3600006103516
"2011-06-15",32.8199996948242
"2011-06-16",32.5
"2011-06-17",32.7000007629395
"2011-06-20",32.2999992370605
"2011-06-21",32.5900001525879
"2011-06-22",32.8400001525879
"2011-06-23",32.1300010681152
"2011-06-24",31.8700008392334
"2011-06-27",32.25
"2011-06-28",32.9500007629395
"2011-06-29",33.25
"2011-06-30",33.8600006103516
"2011-07-01",34.0999984741211
"2011-07-06",33.5200004577637
"2011-07-07",34.1399993896484
"2011-07-08",33.7299995422363
"2011-07-11",32.7799987792969
"2011-07-12",32.689998626709
"2011-07-14",32.3499984741211
"2011-07-15",32.7599983215332
"2011-07-18",32.3199996948242
"2011-07-20",32.2200012207031
"2011-07-21",33.2200012207031
"2011-07-22",33.2999992370605
"2011-07-25",34.2099990844727
"2011-07-26",34.75
"2011-07-27",34.2700004577637
"2011-07-28",33.7700004577637
"2011-07-29",33.9700012207031
"2011-08-01",34.1599998474121
"2011-08-02",33.189998626709
"2011-08-03",32.6399993896484
"2011-08-04",29.8799991607666
"2011-08-05",29.0699996948242
"2011-08-08",26.1499996185303
"2011-08-09",27.0200004577637
"2011-08-10",26.9599990844727
"2011-08-11",28.0699996948242
"2011-08-12",28.2999992370605
"2011-08-15",29.2299995422363
"2011-08-17",29.3700008392334
"2011-08-18",27.6499996185303
"2011-08-19",27.1700000762939
"2011-08-22",26.8899993896484
"2011-08-23",27.7700004577637
"2011-08-24",27.7399997711182
"2011-08-26",27.6100006103516
"2011-08-29",28.5699996948242
"2011-08-30",28.7800006866455
"2011-08-31",29.0499992370605
"2011-09-01",29.0900001525879
"2011-09-02",27.8500003814697
"2011-09-06",27.4200000762939
"2011-09-07",28.1599998474121
"2011-09-08",27.7900009155273
"2011-09-09",26.5400009155273
"2011-09-12",26.3500003814697
"2011-09-13",26.3899993896484
"2011-09-14",26.5499992370605
"2011-09-15",26.8199996948242
"2011-09-16",26.3799991607666
"2011-09-19",25.9899997711182
"2011-09-20",25.6499996185303
"2011-09-21",24.6399993896484
"2011-09-22",23.0699996948242
"2011-09-23",23.0900001525879
"2011-09-27",24
"2011-09-28",23.3700008392334
"2011-09-29",23.2999992370605
"2011-09-30",22.4500007629395
"2011-10-03",21.5
"2011-10-04",21.7800006866455
"2011-10-06",23.3299999237061
"2011-10-07",22.5699996948242
"2011-10-10",23.5599994659424
"2011-10-11",23.8700008392334
"2011-10-12",24.5
"2011-10-13",24.2900009155273
"2011-10-14",24.8400001525879
"2011-10-17",23.6800003051758
"2011-10-18",24.2099990844727
"2011-10-19",23.6900005340576
"2011-10-20",23.1100006103516
"2011-10-21",23.9400005340576
"2011-10-24",24.8600006103516
"2011-10-25",24.6100006103516
"2011-10-26",25.1299991607666
"2011-10-27",26.9200000762939
"2011-10-28",27.6399993896484
"2011-10-31",27.0100002288818
"2011-11-01",26.1700000762939
"2011-11-02",26.7999992370605
"2011-11-03",27.25
"2011-11-04",27.5300006866455
"2011-11-07",28.2900009155273
"2011-11-08",28.4400005340576
"2011-11-09",26.3400001525879
"2011-11-10",26.8400001525879
"2011-11-11",27.4899997711182
"2011-11-14",27
"2011-11-15",27.0499992370605
"2011-11-16",27.1700000762939
"2011-11-17",26.4099998474121
"2011-11-18",26.6499996185303
"2011-11-22",25.8999996185303
"2011-11-23",24.9899997711182
"2011-11-25",24.4099998474121
"2011-11-28",25.5599994659424
"2011-11-29",25.4500007629395
"2011-12-01",27.2999992370605
"2011-12-02",27.5400009155273
"2011-12-05",28.2700004577637
"2011-12-06",28.1000003814697
"2011-12-07",28.1599998474121
"2011-12-08",26.6200008392334
"2011-12-09",27.3799991607666
"2011-12-12",26.2000007629395
"2011-12-13",25.6700000762939
"2011-12-14",24.8299999237061
"2011-12-15",24.6700000762939
"2011-12-16",24.4899997711182
"2011-12-19",24.0300006866455
"2011-12-20",25.2600002288818
"2011-12-21",25.2099990844727
"2011-12-22",25.6200008392334
"2011-12-23",25.7399997711182
"2011-12-27",25.4899997711182
"2011-12-28",24.4899997711182
"2011-12-29",24.6000003814697
"2011-12-30",24.8500003814697
"2012-01-03",26.1100006103516
"2012-01-04",26.4599990844727
"2012-01-05",26.1100006103516
"2012-01-06",25.6900005340576
"2012-01-09",26.8799991607666
"2012-01-10",27.4500007629395
"2012-01-11",27.6100006103516
"2012-01-12",28.2099990844727
"2012-01-13",28.3600006103516
"2012-01-17",28.9699993133545
"2012-01-18",29.9899997711182
"2012-01-19",29.9599990844727
"2012-01-20",29.8199996948242
"2012-01-23",31.1000003814697
"2012-01-24",31.5499992370605
"2012-01-25",31.8099994659424
"2012-01-26",31.2099990844727
"2012-01-27",31.1100006103516
"2012-01-30",30.7299995422363
"2012-01-31",30.5499992370605
"2012-02-01",31.1599998474121
"2012-02-02",31.1100006103516
"2012-02-03",31.2099990844727
"2012-02-06",31.4400005340576
"2012-02-07",32.0200004577637
"2012-02-08",32.1199989318848
"2012-02-09",31.9899997711182
"2012-02-10",29.5699996948242
"2012-02-13",30.1399993896484
"2012-02-14",29.0300006866455
"2012-02-15",28.6200008392334
"2012-02-16",29.3400001525879
"2012-02-17",29.3199996948242
"2012-02-21",29.2099990844727
"2012-02-22",29.4899997711182
"2012-02-23",29.6100006103516
"2012-02-24",30.0799999237061
"2012-02-27",29.9400005340576
"2012-02-28",30.3799991607666
"2012-02-29",29.8400001525879
"2012-03-01",30.4500007629395
"2012-03-02",30.5200004577637
"2012-03-05",29.6200008392334
"2012-03-06",28.3199996948242
"2012-03-07",28.2999992370605
"2012-03-08",28.5200004577637
"2012-03-09",27.9300003051758
"2012-03-12",27.3999996185303
"2012-03-13",28.3899993896484
"2012-03-14",28.3500003814697
"2012-03-15",27.9400005340576
"2012-03-16",27.8099994659424
"2012-03-19",27.8600006103516
"2012-03-20",27.3500003814697
"2012-03-21",27.2199993133545
"2012-03-22",26.6700000762939
"2012-03-23",26.9599990844727
"2012-03-26",27.4699993133545
"2012-03-27",27.0699996948242
"2012-03-28",26.5100002288818
"2012-03-29",26.4099998474121
"2012-03-30",26.5599994659424
"2012-04-02",26.6100006103516
"2012-04-03",25.9599990844727
"2012-04-04",25.1599998474121
"2012-04-05",25.2999992370605
"2012-04-09",24.9099998474121
"2012-04-10",24.2800006866455
"2012-04-11",24.4099998474121
"2012-04-12",25.1299991607666
"2012-04-13",24.5
"2012-04-16",24.2399997711182
"2012-04-17",24.25
"2012-04-18",24.2999992370605
"2012-04-19",23.8299999237061
"2012-04-20",23.9899997711182
"2012-04-23",23.5100002288818
"2012-04-24",23.5300006866455
"2012-04-25",23.3799991607666
"2012-04-26",23.6299991607666
"2012-04-27",23.6700000762939
"2012-04-30",23.5499992370605
"2012-05-01",23.7999992370605
"2012-05-02",23.8600006103516
"2012-05-03",23.2999992370605
"2012-05-04",22.1499996185303
"2012-05-07",22.4200000762939
"2012-05-08",21.7099990844727
"2012-05-09",21.3700008392334
"2012-05-10",21.4300003051758
"2012-05-11",20.8999996185303
"2012-05-14",20.0100002288818
"2012-05-15",19.3500003814697
"2012-05-16",19.9099998474121
"2012-05-17",19.25
"2012-05-18",19.6299991607666
"2012-05-21",20.6700000762939
"2012-05-22",19.8700008392334
"2012-05-23",19.6700000762939
"2012-05-24",19.25
"2012-05-25",19.3999996185303
"2012-05-29",19.7800006866455
"2012-05-30",19.1299991607666
"2012-05-31",19.5599994659424
"2012-06-01",19.1599998474121
"2012-06-04",19.3700008392334
"2012-06-05",19.5799999237061
"2012-06-06",19.8999996185303
"2012-06-07",20.0900001525879
"2012-06-08",19.5100002288818
"2012-06-11",18.6399993896484
"2012-06-12",18.6700000762939
"2012-06-13",18.8299999237061
"2012-06-14",18.3500003814697
"2012-06-15",18.5100002288818
"2012-06-18",19
"2012-06-19",20.2700004577637
"2012-06-20",20.4699993133545
"2012-06-21",19.5599994659424
"2012-06-22",19.6000003814697
"2012-06-25",17.8400001525879
"2012-06-26",17.8899993896484
"2012-06-27",17.6399993896484
"2012-06-28",17.6700000762939
"2012-06-29",18.7700004577637
"2012-07-02",19.0699996948242
"2012-07-03",19.6700000762939
"2012-07-05",19.9500007629395
"2012-07-06",19.5
"2012-07-09",19.0900001525879
"2012-07-10",18.6800003051758
"2012-07-11",18.7099990844727
"2012-07-12",18.7299995422363
"2012-07-13",19.8199996948242
"2012-07-16",19.6299991607666
"2012-07-17",19.5799999237061
"2012-07-18",19.6000003814697
"2012-07-19",20.1200008392334
"2012-07-20",19.5799999237061
"2012-07-23",19.0400009155273
"2012-07-24",18.8299999237061
"2012-07-25",19.0200004577637
"2012-07-26",19.5499992370605
"2012-07-27",20.4699993133545
"2012-07-30",20.4599990844727
"2012-07-31",19.6299991607666
"2012-08-01",19.9899997711182
"2012-08-02",19.7099990844727
"2012-08-03",20.3299999237061
"2012-08-06",20.4400005340576
"2012-08-07",20.8700008392334
"2012-08-08",21.8700008392334
"2012-08-09",21.8099994659424
"2012-08-10",21.9799995422363
"2012-08-13",21.8799991607666
"2012-08-14",21.6700000762939
"2012-08-15",21.7399997711182
"2012-08-16",22.2299995422363
"2012-08-17",22.2800006866455
"2012-08-20",22.3799991607666
"2012-08-21",21.8999996185303
"2012-08-22",22.1200008392334
"2012-08-23",21.7299995422363
"2012-08-24",21.7299995422363
"2012-08-27",21.6700000762939
"2012-08-28",21.6000003814697
"2012-08-29",21.3500003814697
"2012-08-30",21.1800003051758
"2012-08-31",21.1399993896484
"2012-09-04",20.6700000762939
"2012-09-05",20.8299999237061
"2012-09-06",21.4400005340576
"2012-09-07",22.1299991607666
"2012-09-10",21.7399997711182
"2012-09-11",22.3099994659424
"2012-09-12",22.4699993133545
"2012-09-13",23.5400009155273
"2012-09-18",23.8799991607666
"2012-09-19",23.2099990844727
"2012-09-20",23.4200000762939
"2012-09-21",23.2399997711182
"2012-09-24",23.2600002288818
"2012-09-25",23.0100002288818
"2012-09-26",23.1100006103516
"2012-09-27",23.2900009155273
"2012-09-28",22.9400005340576
"2012-10-01",23.0799999237061
"2012-10-02",23.1499996185303
"2012-10-03",22.8400001525879
"2012-10-04",23.0499992370605
"2012-10-05",22.7600002288818
"2012-10-08",22.8899993896484
"2012-10-09",22.6499996185303
"2012-10-10",22.4799995422363
"2012-10-11",22.8199996948242
"2012-10-12",22.7099990844727
"2012-10-15",23.1499996185303
"2012-10-16",23.1399993896484
"2012-10-19",22.7999992370605
"2012-10-22",22.8500003814697
"2012-10-23",21.9899997711182
"2012-10-24",21.9200000762939
"2012-10-25",22.2000007629395
"2012-10-26",22.3999996185303
"2012-10-31",21.2099990844727
"2012-11-01",21.3899993896484
"2012-11-02",21.4500007629395
"2012-11-05",21.7199993133545
"2012-11-06",21.9699993133545
"2012-11-07",21.3799991607666
"2012-11-08",20.75
"2012-11-09",20.8099994659424
"2012-11-12",20.3999996185303
"2012-11-13",20.0900001525879
"2012-11-14",19.5699996948242
"2012-11-15",19.2999992370605
"2012-11-19",19.1000003814697
"2012-11-20",19.0100002288818
"2012-11-21",18.4099998474121
"2012-11-23",18.7800006866455
"2012-11-26",18.6399993896484
"2012-11-27",18.1299991607666
"2012-11-28",18.3899993896484
"2012-11-29",18.4799995422363
"2012-11-30",17.9699993133545
"2012-12-03",18.1200008392334
"2012-12-04",18.0300006866455
"2012-12-05",18.3700008392334
"2012-12-06",18.3799991607666
"2012-12-07",18.75
"2012-12-10",19.1100006103516
"2012-12-11",19.3400001525879
"2012-12-12",19.2900009155273
"2012-12-13",18.8500003814697
"2012-12-14",19.5100002288818
"2012-12-19",20.1800003051758
"2012-12-20",20.5799999237061
"2012-12-21",19.9699993133545
"2012-12-24",19.7900009155273
"2012-12-26",19.6399993896484
"2012-12-27",19.2600002288818
"2012-12-28",19.0699996948242
"2012-12-31",19.4699993133545
"2013-01-02",19.6000003814697
"2013-01-03",19.9699993133545
"2013-01-04",20.3700008392334
"2013-01-07",20.1900005340576
"2013-01-08",19.6599998474121
"2013-01-09",19.6499996185303
"2013-01-10",20.0100002288818
"2013-01-11",19.8700008392334
"2013-01-14",19.7000007629395
"2013-01-15",19.8400001525879
"2013-01-16",19.75
"2013-01-17",19.6299991607666
"2013-01-18",19.5300006866455
"2013-01-22",19.5200004577637
"2013-01-23",19.4099998474121
"2013-01-24",19.6399993896484
"2013-01-25",19.8099994659424
"2013-01-28",19.5100002288818
"2013-01-29",19.4899997711182
"2013-01-30",18.5699996948242
"2013-01-31",18.2800006866455
"2013-02-01",18.6700000762939
"2013-02-04",18.0300006866455
"2013-02-05",16.6000003814697
"2013-02-06",16.5
"2013-02-07",16.2800006866455
"2013-02-08",16.1800003051758
"2013-02-11",15.8100004196167
"2013-02-12",16.0599994659424
"2013-02-13",16.1499996185303
"2013-02-14",16.1100006103516
"2013-02-15",15.960000038147
"2013-02-19",16.2900009155273
"2013-02-20",15.75
"2013-02-21",15.1899995803833
"2013-02-22",15.2600002288818
"2013-02-25",14.9099998474121
"2013-02-26",14.8800001144409
"2013-02-27",14.8999996185303
"2013-02-28",14.6700000762939
"2013-03-01",14.7700004577637
"2013-03-04",14.4499998092651
"2013-03-05",14.4899997711182
"2013-03-06",16.6800003051758
"2013-03-07",17.5599994659424
"2013-03-08",17.1900005340576
"2013-03-11",17.1000003814697
"2013-03-12",17.3799991607666
"2013-03-13",17.2000007629395
"2013-03-14",17.3999996185303
"2013-03-15",17.8099994659424
"2013-03-19",17.5499992370605
"2013-03-20",17.2000007629395
"2013-03-21",16.8799991607666
"2013-03-22",16.8500003814697
"2013-03-25",16.75
"2013-03-26",16.7600002288818
"2013-03-27",16.75
"2013-03-28",16.5699996948242
"2013-04-01",16.4200000762939
"2013-04-02",16.1599998474121
"2013-04-03",16.2199993133545
"2013-04-04",16.1399993896484
"2013-04-05",16.3700008392334
"2013-04-08",16.1000003814697
"2013-04-09",16.9400005340576
"2013-04-10",17.1900005340576
"2013-04-11",16.7999992370605
"2013-04-12",16.5900001525879
"2013-04-15",15.8199996948242
"2013-04-16",16.0400009155273
"2013-04-17",15.4499998092651
"2013-04-18",15.8199996948242
"2013-04-19",16.5200004577637
"2013-04-22",16.8899993896484
"2013-04-23",17.5100002288818
"2013-04-24",18.0300006866455
"2013-04-25",17.9599990844727
"2013-04-26",18.0300006866455
"2013-04-29",19.2399997711182
"2013-04-30",19.1499996185303
"2013-05-01",18.7000007629395
"2013-05-02",19.1200008392334
"2013-05-03",18.9899997711182
"2013-05-06",19.1800003051758
"2013-05-07",19.4799995422363
"2013-05-08",19.2999992370605
"2013-05-09",19.1700000762939
"2013-05-10",18.8700008392334
"2013-05-13",18.8400001525879
"2013-05-14",18.5499992370605
"2013-05-15",18.5499992370605
"2013-05-16",18.5799999237061
"2013-05-17",18.7299995422363
"2013-05-20",18.9099998474121
"2013-05-21",18.9699993133545
"2013-05-22",18.3600006103516
"2013-05-23",18.1100006103516
"2013-05-24",18.2000007629395
"2013-05-28",18.2800006866455
"2013-05-29",17.9200000762939
"2013-05-30",18.2000007629395
"2013-05-31",17.7700004577637
"2013-06-03",18.0200004577637
"2013-06-04",17.7700004577637
"2013-06-05",17.0799999237061
"2013-06-06",17.2199993133545
"2013-06-07",16.6499996185303
"2013-06-10",16.6499996185303
"2013-06-11",16.1900005340576
"2013-06-12",15.6800003051758
"2013-06-13",16.3600006103516
"2013-06-14",15.6400003433228
"2013-06-18",15.3800001144409
"2013-06-19",14.75
"2013-06-20",14.0699996948242
"2013-06-21",13.8000001907349
"2013-06-24",13.3199996948242
"2013-06-25",13.4300003051758
"2013-06-26",13.6700000762939
"2013-06-27",13.7399997711182
"2013-06-28",13.4099998474121
"2013-07-01",13.289999961853
"2013-07-02",12.8100004196167
"2013-07-03",13.0500001907349
"2013-07-05",12.25
"2013-07-08",12.1300001144409
"2013-07-09",12.289999961853
"2013-07-10",12.289999961853
"2013-07-11",13.1999998092651
"2013-07-12",13.0500001907349
"2013-07-15",13.3900003433228
"2013-07-16",13.4200000762939
"2013-07-17",13.9099998474121
"2013-07-19",13.960000038147
"2013-07-22",14.3199996948242
"2013-07-23",14.6400003433228
"2013-07-24",14.3100004196167
"2013-07-25",14.5200004577637
"2013-07-26",14.460000038147
"2013-07-29",14.1099996566772
"2013-07-30",13.7299995422363
"2013-07-31",13.6400003433228
"2013-08-01",14.1000003814697
"2013-08-02",14.1199998855591
"2013-08-05",13.6999998092651
"2013-08-06",13.460000038147
"2013-08-07",13.3900003433228
"2013-08-08",13.9399995803833
"2013-08-09",14.2799997329712
"2013-08-12",13.960000038147
"2013-08-13",13.8699998855591
