y_true,y_pred_lstm,y_pred_gru,y_pred_svr
33.99999999999998,34.767986,34.6656,34.743191451633564
33.99999999999998,33.80128,33.626064,33.734118623013345
33.00000000000001,34.237926,34.290173,34.31396191898855
31.999999999999993,32.81155,32.649303,33.45318357906582
31.999999999999993,31.74163,31.594025,32.578528712020955
31.999999999999993,32.23026,32.260265,33.14585885222725
31.0,32.278587,32.25487,33.21508485545031
31.0,30.76726,30.578644,32.05845754949395
29.99999999999999,31.177505,31.20525,32.36662415163082
29.99999999999999,29.76328,29.619112,31.03344649979738
29.99999999999999,30.153296,30.19085,31.439184018949625
29.0,30.238098,30.235497,31.459394862330775
29.0,28.733265,28.560663,30.192821486701604
29.0,29.127678,29.180141,30.449515958965236
29.0,29.218098,29.22894,30.505422995335962
27.999999999999996,29.20405,29.185633,30.40663453424259
27.999999999999996,27.683764,27.551033,29.23505686894325
27.999999999999996,28.089087,28.17142,29.44886541806357
27.999999999999996,28.18493,28.214281,29.3771985275442
27.999999999999996,28.173891,28.172506,29.406748101818714
27.999999999999996,28.168394,28.17686,29.30975981048379
27.999999999999996,28.16298,28.18115,29.474905399921937
27.999999999999996,28.15883,28.182074,29.368139177647205
27.999999999999996,28.154703,28.182514,29.371193864436766
27.999999999999996,28.149393,28.182888,29.3249837545919
26.99999999999999,28.146206,28.18181,29.410223748454925
26.99999999999999,26.605753,26.540808,28.204868430370084
26.99999999999999,27.034552,27.155996,28.38742618251976
26.99999999999999,27.146519,27.199335,28.29384508773719
26.99999999999999,27.13783,27.157978,28.294674766146635
26.99999999999999,27.136787,27.162184,28.2651199269673
26.99999999999999,27.134817,27.16774,28.375322945435524
26.99999999999999,27.133236,27.16879,28.246270736279854
25.999999999999993,27.13038,27.169317,28.23936659022232
25.999999999999993,25.537132,25.525076,27.052646699005276
25.999999999999993,26.000448,26.138845,27.28731614420906
25.999999999999993,26.123114,26.182089,27.18072195922402
25.999999999999993,26.109745,26.14154,27.174931811927873
25.999999999999993,26.108877,26.146015,27.163200263867438
25.999999999999993,26.108406,26.15173,27.28720498054334
25.999999999999993,26.110073,26.152924,27.14563730273129
25.999999999999993,26.110373,26.15354,27.139084742540724
25.999999999999993,26.108477,26.154001,27.122011806839208
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
25.999999999999993,26.100208,26.153946,27.204424421638
26.99999999999999,26.100208,26.153946,27.204424421638
26.99999999999999,27.737232,27.809639,28.35881621449593
26.99999999999999,27.205683,27.180288,28.237515130617666
26.99999999999999,27.083189,27.139832,28.368193588965394
26.99999999999999,27.10564,27.181381,28.41661114053129
26.99999999999999,27.10727,27.176577,28.43684576117592
26.99999999999999,27.10832,27.170883,28.301154787705524
26.99999999999999,27.109434,27.169765,28.424221311153143
26.99999999999999,27.111383,27.16919,28.413142272232108
26.99999999999999,27.114603,27.168749,28.415753683417005
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.11901,27.168795,28.291868384435677
26.99999999999999,27.11901,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.11901,27.168795,28.291868384435677
26.99999999999999,27.11901,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
26.99999999999999,27.119009,27.168795,28.291868384435677
27.999999999999996,27.119009,27.168795,28.291868384435677
26.99999999999999,28.704956,28.820454,29.50765729296914
27.999999999999996,26.646803,26.549194,28.15173552707514
27.999999999999996,28.584501,28.778511,29.630610780130766
27.999999999999996,28.237658,28.233313,29.38668993519096
27.999999999999996,28.114208,28.146273,29.49876355636513
27.999999999999996,28.12873,28.187298,29.371030164093387
27.999999999999996,28.132755,28.187344,29.639321626337928
27.999999999999996,28.13424,28.18232,29.400953263980135
27.999999999999996,28.14031,28.181437,29.542021773251555
27.999999999999996,28.14146,28.182207,29.39407257355295
27.999999999999996,28.143202,28.180946,29.526953022412116
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146202,28.18181,29.410223748454925
27.999999999999996,28.146202,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146202,28.18181,29.410223748454925
27.999999999999996,28.146202,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146202,28.18181,29.410223748454925
27.999999999999996,28.146202,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146202,28.18181,29.410223748454925
27.999999999999996,28.146202,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
27.999999999999996,28.146206,28.18181,29.410223748454925
29.0,28.146206,28.18181,29.410223748454925
33.00000000000001,29.689707,29.829704,30.6658744299561
36.99999999999999,35.40054,35.815926,35.49259394123293
39.99999999999999,39.4032,39.21297,38.4815008863125
40.999999999999986,41.509262,40.657738,39.61381057387108
41.999999999999986,41.39508,41.1276,40.28055811081806
40.999999999999986,42.233513,42.08351,41.58808963766974
38.99999999999999,40.531193,40.489155,40.7284663810512
36.99999999999999,38.331223,38.25035,38.73238567399438
35.99999999999999,36.407005,36.409374,37.07119563452185
34.999999999999986,35.78899,35.81369,36.11000267045302
33.99999999999998,34.83592,34.63895,34.80507138745377
33.00000000000001,33.846245,33.64818,33.73265900203395
31.999999999999993,32.831207,32.670956,33.136907679790895
31.0,31.80072,31.658375,32.68644856423293
31.0,30.774677,30.636703,32.17047007721111
29.99999999999999,31.281345,31.25195,32.421556228677396
29.99999999999999,29.791185,29.616968,31.080945641126682
29.99999999999999,30.205694,30.194265,31.31031841898706
29.99999999999999,30.27621,30.241966,31.371493701715536
29.0,30.2452,30.199816,31.42074222910371
29.99999999999999,28.71414,28.566217,30.207865609821447
33.99999999999998,30.637737,30.831661,31.764411530334954
37.99999999999998,36.315407,36.83829,36.69687757899282
38.99999999999999,40.24288,39.711056,39.85567208249377
39.99999999999999,39.56968,39.135853,38.915094884642635
39.99999999999999,40.34332,40.17421,39.57931051767523
38.99999999999999,39.92468,39.900517,39.62719795208529
37.99999999999998,38.62042,38.60404,38.550062705485395
38.99999999999999,37.667767,37.67273,37.48566375059182
41.999999999999986,39.339603,39.296913,38.314645511944434
43.99999999999997,42.98671,42.811245,41.12719261837972
44.99999999999999,44.476006,44.34263,42.95540530606054
43.99999999999997,44.98782,44.892506,43.541868426986504
43.99999999999997,43.23174,43.26813,42.2788104053277
44.99999999999999,43.735645,43.63489,42.740033987611795
44.99999999999999,45.058857,44.970314,44.38709279389024
43.99999999999997,44.672466,44.583267,44.624761085360525
43.99999999999997,43.317123,43.266228,43.69736915392848
43.99999999999997,43.819942,43.65502,43.654740006490414
43.99999999999997,43.803158,43.682045,43.86731808893496
43.99999999999997,43.80053,43.657764,43.878584721993406
43.99999999999997,43.797882,43.66167,43.95494455659663
43.99999999999997,43.794098,43.6616,43.90881576691477
43.99999999999997,43.793175,43.662197,43.781683470110934
43.99999999999997,43.792427,43.663155,43.78550238669505
43.99999999999997,43.787567,43.66211,43.84004387615743
43.99999999999997,43.783188,43.661022,43.837158950348936
42.999999999999986,43.783188,43.661022,43.837158950348936
40.999999999999986,42.36568,42.37027,42.891376121559574
37.99999999999998,40.07756,40.145363,40.857479697920795
36.99999999999999,36.818314,37.01506,37.761388464000824
38.99999999999999,36.887077,36.771336,37.027042213481735
