y_true,y_pred,residuos
62.6,62.933636,-0.33363571166992045
58.3,59.263035,-0.9630348205566435
49.7,50.801235,-1.1012351989746065
60.6,60.32931,0.27068862915039205
62.9,63.27418,-0.3741813659667983
49.4,50.190006,-0.790006256103517
65.4,54.04888,11.351118469238287
30.6,31.02696,-0.42696037292480327
45.3,49.54227,-4.2422706604003935
57.4,58.721905,-1.3219047546386733
56.1,54.217392,1.882608032226564
28.3,28.520891,-0.2208911895751946
28.2,28.668974,-0.4689739227294929
55.8,58.544018,-2.7440177917480497
62.4,63.914852,-1.5148521423339858
62.1,61.951084,0.1489158630371108
62.8,61.75879,1.0412109374999972
62.8,62.795246,0.004753875732419033
63.5,62.79323,0.7067718505859375
41.6,41.858208,-0.25820770263671733
45.8,46.83928,-1.0392791748046903
59.1,59.06793,0.032071685791017046
35.3,35.729557,-0.42955703735351847
56.9,54.64769,2.252310180664061
61.6,59.247097,2.352902984619142
33.6,34.10383,-0.5038284301757798
58.8,60.60621,-1.806208801269534
51.3,49.412945,1.8870552062988253
39.9,40.081703,-0.18170318603515767
60.0,60.003426,-0.00342559814453125
56.5,71.05602,-14.556022644042969
53.7,55.195637,-1.4956367492675753
62.2,61.648403,0.5515968322753935
61.3,61.165062,0.1349380493164034
61.9,61.639603,0.2603973388671861
63.3,61.627834,1.6721656799316378
42.2,42.195026,0.004973602294924717
62.7,62.33468,0.3653213500976591
58.3,60.515408,-2.215407562255862
61.1,60.866463,0.23353729248047017
59.2,59.955284,-0.7552841186523409
35.0,35.315342,-0.3153419494628906
79.3,74.03763,5.262371826171872
58.0,60.816746,-2.8167457580566406
58.2,58.38803,-0.18803100585937216
65.3,64.892815,0.4071853637695284
48.2,54.49672,-6.29671936035156
28.1,28.53894,-0.4389404296874986
64.1,62.76551,1.334489440917963
63.5,63.64411,-0.14411163330078125
48.9,49.63413,-0.734128570556642
62.8,62.882996,-0.08299560546875284
41.4,42.494,-1.0939994812011733
32.0,32.392124,-0.3921241760253906
38.9,38.892918,0.007082366943357954
62.5,61.91744,0.5825614929199219
62.9,61.5895,1.3104995727539048
59.4,61.15269,-1.7526908874511733
52.8,52.070766,0.7292335510253878
32.3,32.708042,-0.40804214477539347
91.9,81.99054,9.909460449218756
31.6,31.764277,-0.16427650451660014
33.9,34.320164,-0.42016372680664205
57.4,59.617867,-2.2178665161132827
35.0,35.054516,-0.054515838623046875
61.7,60.82304,0.876959991455081
28.2,28.662449,-0.46244888305664134
60.8,61.200493,-0.4004928588867216
51.8,52.464622,-0.6646224975585966
63.0,63.174713,-0.174713134765625
64.4,65.18254,-0.7825408935546818
64.0,62.682323,1.3176765441894531
77.7,84.02,-6.319996643066403
28.5,29.133223,-0.6332225799560547
44.3,55.86553,-11.565528106689456
77.8,83.838356,-6.038356018066409
50.4,51.47056,-1.0705581665039077
27.7,28.12854,-0.4285400390625007
59.1,58.40771,0.692288970947267
50.1,62.90603,-12.806028747558592
27.9,28.423113,-0.5231128692626967
64.5,54.169033,10.33096694946289
79.2,82.98872,-3.7887237548828097
48.5,49.0823,-0.5822982788085938
54.8,63.599545,-8.799544525146487
56.8,58.18861,-1.3886100769042997
60.9,61.143536,-0.2435356140136733
59.3,61.294754,-1.9947540283203153
59.2,58.71692,0.48308105468750284
60.6,61.123596,-0.5235961914062486
79.4,83.409874,-4.009873962402338
57.6,55.95033,1.6496711730957045
33.9,34.218807,-0.3188072204589858
61.6,60.340145,1.259854888916017
31.0,31.325455,-0.3254547119140625
51.9,52.98824,-1.0882392883300795
75.3,79.90729,-4.607287597656253
62.4,60.29839,2.1016105651855455
61.1,61.756203,-0.6562026977539048
64.2,67.800064,-3.6000640869140597
63.1,62.930183,0.16981658935547017
34.9,35.24076,-0.34076080322265767
61.2,62.11278,-0.9127815246582003
58.0,57.472992,0.527008056640625
61.8,61.314636,0.48536376953124716
74.5,81.820816,-7.3208160400390625
61.9,60.587257,1.3127426147460923
39.4,39.491535,-0.09153518676757955
65.5,63.33968,2.160320281982422
50.4,50.57668,-0.17667922973632955
63.0,61.719925,1.2800750732421875
63.0,62.35613,0.6438713073730469
78.9,82.69706,-3.7970596313476506
45.7,46.67042,-0.970421600341794
62.2,62.021626,0.17837448120117472
60.6,61.31309,-0.7130912780761705
90.6,83.12932,7.470681762695307
39.7,40.04129,-0.34129028320312216
75.8,78.292305,-2.492304992675784
77.3,83.4733,-6.173297119140628
55.6,57.284344,-1.6843437194824205
50.3,45.35597,4.9440315246582
56.1,59.790363,-3.6903633117675767
60.4,60.427444,-0.02744445800781392
39.0,39.085995,-0.08599472045898438
57.6,55.415157,2.184842681884767
63.2,62.700985,0.49901504516601847
28.0,28.621128,-0.6211280822753906
60.4,60.64994,-0.24994049072265767
58.5,58.00227,0.4977302551269531
34.8,35.105545,-0.30554504394531534
64.5,64.03812,0.461883544921875
48.6,66.09667,-17.496672058105467
27.3,28.020933,-0.7209331512451165
60.5,62.669,-2.1689987182617188
52.3,55.215473,-2.915473175048831
88.6,75.791664,12.808335876464838
55.5,57.73592,-2.235919952392578
54.5,55.54485,-1.0448493957519531
63.4,65.03279,-1.632791137695314
60.3,60.31198,-0.011981201171877842
61.9,61.755222,0.14477767944335795
63.5,74.08143,-10.581428527832031
47.9,47.73328,0.16671981811523295
55.8,55.808556,-0.008555603027346592
60.1,60.295166,-0.19516601562499858
51.7,53.2942,-1.594200897216794
62.5,62.33087,0.16912841796875
28.5,29.23934,-0.7393398284912109
58.6,60.45237,-1.8523696899414048
55.0,55.667408,-0.6674079895019531
62.6,62.23842,0.3615814208984389
60.5,59.805725,0.69427490234375
75.1,80.57659,-5.476591491699224
27.3,28.03791,-0.7379104614257805
58.1,57.371704,0.7282958984375014
65.0,63.94558,1.0544204711914062
59.6,60.217686,-0.6176856994628892
59.5,61.335175,-1.835174560546875
63.5,62.660496,0.8395042419433594
51.8,51.77578,0.024220275878903408
43.6,44.757175,-1.1571754455566392
58.4,61.40863,-3.0086303710937514
53.5,71.08917,-17.58917236328125
30.4,31.147451,-0.7474514007568374
63.6,62.59987,1.000131225585939
33.9,34.905098,-1.0050979614257827
61.3,51.25037,10.049629974365232
33.6,33.57426,0.025739288330079546
47.4,47.833588,-0.4335876464843764
64.1,65.089005,-0.9890045166015682
61.9,59.920967,1.9790328979492173
60.0,60.057022,-0.0570220947265625
35.8,36.26944,-0.46943969726562784
58.7,60.669083,-1.9690826416015597
42.0,42.298534,-0.2985343933105469
65.4,63.162514,2.2374862670898494
61.9,61.384552,0.5154479980468736
57.0,58.008846,-1.0088462829589844
57.0,70.81957,-13.819572448730469
31.9,32.512447,-0.6124473571777358
48.6,48.742798,-0.14279785156249858
59.9,62.51405,-2.6140495300292983
40.0,40.007713,-0.00771331787109375
45.6,45.24709,0.3529106140136733
63.1,61.64982,1.4501815795898452
46.6,47.878574,-1.2785743713378892
36.6,36.667664,-0.06766357421874858
35.4,36.188374,-0.7883735656738295
65.0,68.6162,-3.6162033081054688
62.8,61.638245,1.1617553710937472
60.4,59.618813,0.7811874389648423
79.0,82.69915,-3.6991500854492188
62.7,62.13296,0.5670387268066435
33.9,35.109318,-1.209317779541017
32.2,32.6699,-0.4698989868164034
37.2,37.19415,0.005850982666018467
61.7,60.541454,1.158545684814456
27.7,28.238646,-0.5386455535888679
75.6,79.80707,-4.207067871093756
47.2,47.432724,-0.23272399902343466
36.0,36.55413,-0.5541305541992188
27.9,28.436037,-0.5360370635986342
56.1,55.72286,0.3771415710449233
61.8,61.416096,0.38390426635741903
62.6,62.07459,0.5254112243652358
44.6,45.98658,-1.3865798950195298
61.2,60.565765,0.6342346191406278
35.4,35.642406,-0.2424064636230483
60.5,63.137356,-2.6373558044433594
63.8,63.149136,0.6508644104003878
53.7,52.43159,1.268408966064456
56.6,58.99587,-2.3958686828613267
66.7,63.994694,2.705306243896487
80.1,83.45943,-3.359426879882818
96.3,83.9724,12.32760314941406
51.3,49.187057,2.1129425048828097
58.3,57.967358,0.3326423645019503
55.1,55.59466,-0.49466171264648295
62.2,61.67779,0.5222084045410185
74.9,82.96606,-8.066056823730463
62.1,61.656933,0.44306716918945455
78.8,83.27574,-4.47574157714844
27.5,28.042212,-0.5422115325927734
58.8,60.043324,-1.243323516845706
48.4,49.22324,-0.823239898681642
48.5,49.19252,-0.6925201416015625
55.4,54.712475,0.6875251770019517
45.0,43.874836,1.1251640319824219
71.9,78.87722,-6.977220153808588
63.7,63.886112,-0.18611221313476278
73.4,70.615105,2.784895324707037
31.5,31.805683,-0.3056831359863281
63.3,61.220383,2.0796173095703097
60.4,59.718624,0.6813758850097642
39.0,39.068794,-0.06879425048828125
65.1,64.986115,0.11388549804686932
62.7,64.29324,-1.5932434082031222
60.1,59.85442,0.2455802917480483
55.8,57.697445,-1.8974449157714872
45.2,44.00115,1.1988517761230497
61.9,61.676205,0.2237953186035142
59.7,61.380222,-1.6802223205566378
97.4,82.95002,14.449980163574224
44.7,44.837795,-0.13779525756835653
62.3,63.49988,-1.1998817443847685
64.3,61.172993,3.127007293701169
60.8,61.338943,-0.5389434814453153
90.5,78.271774,12.228225708007812
47.9,48.224655,-0.3246551513671889
64.2,62.143433,2.056567382812503
58.4,58.76665,-0.36665115356445455
53.1,58.424305,-5.324304962158202
62.2,61.495968,0.7040321350097685
89.2,78.01832,11.181681823730472
95.1,83.511925,11.58807525634765
65.7,64.978355,0.7216445922851591
82.8,84.2416,-1.4416000366210966
50.7,61.347687,-10.647686767578122
60.9,61.037796,-0.13779602050781392
61.6,62.02317,-0.42317047119140483
84.2,75.27994,8.920062255859378
44.6,45.02726,-0.42725982666015483
49.6,50.974014,-1.374014282226561
47.6,49.030045,-1.430044555664061
52.7,52.896027,-0.19602661132812216
62.3,61.87823,0.4217689514160128
48.4,48.587738,-0.18773803710937642
57.0,55.92493,1.0750694274902344
61.6,60.621136,0.9788642883300795
59.4,59.51585,-0.1158500671386733
43.1,40.41653,2.683469390869142
62.7,60.925972,1.7740280151367216
75.8,83.119156,-7.319155883789065
54.7,55.7937,-1.0937011718749972
33.8,34.036934,-0.2369338989257841
60.7,63.489456,-2.7894561767578097
58.1,59.40175,-1.301748657226561
52.8,53.44773,-0.6477310180664091
31.1,31.64508,-0.5450805664062486
42.6,42.900448,-0.30044784545898295
56.8,58.599773,-1.7997734069824247
51.8,51.452957,0.34704284667968466
56.9,55.689465,1.2105354309082017
61.5,61.132225,0.36777496337890625
55.9,54.387226,1.5127738952636705
59.8,61.91391,-2.113909912109378
60.9,62.835926,-1.9359260559082045
59.3,60.472225,-1.1722251892089872
47.3,48.20501,-0.9050094604492216
92.8,83.40845,9.391552734374997
35.8,36.18194,-0.3819381713867216
53.7,55.036987,-1.3369873046874972
53.9,54.63397,-0.7339683532714858
47.1,48.070007,-0.9700073242187486
40.8,41.45984,-0.6598388671875028
59.9,60.113274,-0.21327362060547017
55.8,55.199436,0.6005638122558565
69.6,61.179893,8.42010650634765
54.5,56.868305,-2.368305206298828
32.3,32.52588,-0.22587890625000284
36.6,36.642044,-0.04204406738281108
49.4,50.327923,-0.9279228210449233
64.0,62.931187,1.0688133239746094
43.8,44.05169,-0.2516891479492216
59.7,58.90587,0.7941314697265653
60.3,60.326145,-0.026145172119143467
63.9,63.65967,0.24032821655273295
72.8,80.55165,-7.751651000976565
50.6,52.03173,-1.4317306518554673
50.8,48.72935,2.0706489562988253
63.4,63.039013,0.3609870910644517
45.7,46.194344,-0.4943435668945284
52.9,53.835228,-0.9352279663085952
39.9,40.75209,-0.8520904541015639
63.9,61.760647,2.139353179931639
51.7,53.446617,-1.746617126464841
76.0,83.76669,-7.766693115234375
47.3,47.55335,-0.25334854125976847
46.4,46.463314,-0.0633140563964858
59.8,59.926163,-0.12616271972656534
65.2,59.777176,5.42282409667969
58.7,60.324635,-1.6246345520019503
50.8,51.17289,-0.3728897094726591
50.3,51.240902,-0.9409019470214872
28.5,28.97869,-0.47868919372558594
66.0,62.792133,3.207866668701172
60.0,59.57106,0.4289398193359375
35.6,34.51633,1.0836692810058608
49.1,50.6524,-1.552400970458983
94.3,82.83154,11.468457031249997
61.9,60.872375,1.0276245117187486
58.9,60.843445,-1.9434448242187514
51.0,51.337574,-0.3375740051269531
60.0,58.773346,1.226654052734375
60.5,59.848663,0.651336669921875
79.2,83.30495,-4.10494689941406
37.7,37.536175,0.16382522583008097
31.9,31.575903,0.32409706115722514
60.3,59.395603,0.9043968200683565
60.0,62.134705,-2.13470458984375
31.9,32.674763,-0.7747627258300795
51.1,53.617737,-2.5177368164062486
32.6,32.699093,-0.09909286499023295
74.8,78.80745,-4.007449340820315
35.6,35.933002,-0.3330024719238267
55.2,56.700832,-1.5008323669433565
95.2,83.25292,11.947077941894534
95.5,83.48238,12.017616271972656
34.4,34.43312,-0.03312072753906392
61.7,60.108772,1.5912277221679716
42.0,41.86726,0.13274002075195312
56.9,56.79142,0.10858001708984233
59.8,54.059566,5.740433502197263
28.1,28.510798,-0.41079750061035014
33.6,33.948437,-0.34843673706054545
50.2,50.789,-0.5890014648437472
65.0,64.78572,0.2142791748046875
56.0,55.080242,0.9197578430175781
53.0,54.60893,-1.6089286804199219
64.7,63.33515,1.3648483276367216
48.1,48.3755,-0.27549972534179545
30.6,31.36137,-0.7613700866699205
61.9,63.109825,-1.2098251342773452
43.8,44.10696,-0.3069602966308622
27.9,28.494225,-0.5942245483398452
37.3,34.587135,2.712864685058591
29.8,30.263897,-0.46389694213867116
57.7,64.136765,-6.436764526367185
52.3,67.667595,-15.367594909667972
52.9,54.262897,-1.3628974914550795
27.9,28.30249,-0.4024902343750014
33.1,33.20995,-0.1099494934082017
62.7,63.25434,-0.5543411254882784
64.4,63.97203,0.4279693603515682
37.8,37.940075,-0.14007492065429972
61.2,63.523148,-2.3231475830078097
27.8,28.065289,-0.26528854370117116
56.5,56.164448,0.3355522155761719
63.6,63.809826,-0.20982589721679545
52.6,53.67062,-1.070619964599608
63.4,63.099293,0.30070724487304545
33.1,33.15592,-0.055918121337889204
64.7,63.081043,1.6189567565917997
62.4,62.466183,-0.0661827087402358
79.6,83.90876,-4.308760070800787
57.9,57.088535,0.811464691162108
27.4,28.022957,-0.6229568481445327
92.2,83.316635,8.883364868164065
28.1,28.523815,-0.42381515502929545
57.6,57.35554,0.24445877075195455
57.3,56.172745,1.1272552490234347
27.5,28.14678,-0.6467800140380859
80.0,83.93633,-3.9363327026367188
61.2,60.6367,0.563300323486331
31.8,32.542736,-0.7427360534667962
48.5,48.56682,-0.0668182373046875
75.5,81.72621,-6.2262115478515625
60.5,60.27547,0.22452926635742188
61.4,61.14422,0.25578155517577983
31.3,31.623325,-0.3233253479003899
43.4,44.563904,-1.1639038085937514
29.4,30.041798,-0.6417976379394545
62.0,61.287647,0.7123527526855469
54.6,55.554993,-0.9549926757812486
66.1,64.920456,1.1795440673828068
68.1,58.51533,9.584668731689447
63.0,62.974037,0.02596282958984375
52.8,53.36651,-0.5665084838867216
59.9,57.182903,2.7170967102050767
27.9,28.46298,-0.5629802703857436
27.6,28.166288,-0.5662883758544908
59.1,60.861877,-1.7618774414062486
62.4,61.48328,0.916719818115233
61.2,60.79763,0.4023696899414091
59.4,58.752125,0.6478752136230455
63.2,63.59734,-0.3973396301269503
64.5,59.563587,4.936412811279297
79.9,75.709076,4.190924072265631
