Parametro,Value,NmeComp
AccelerationX,1.0,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,64.8,MainPumpP2
AccelerationZ,1.0,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,63.6,MainPumpP2
AccelerationZ,1.3,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,62.7,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,62.6,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,61.9,MainPumpP2
AccelerationZ,1.5,MainPumpP2
AccelerationX,1.3,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,61.9,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.8,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,61.5,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,1.5,MainPumpP2
Temperature,61.6,MainPumpP2
AccelerationZ,1.7,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,1.1,MainPumpP2
Temperature,61.7,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,60.5,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,61.2,MainPumpP2
AccelerationZ,0.8,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,61.1,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,60.6,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,60.3,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,60.8,MainPumpP2
AccelerationZ,1.3,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,61.0,MainPumpP2
AccelerationZ,1.6,MainPumpP2
AccelerationX,1.4,MainPumpP2
AccelerationY,1.1,MainPumpP2
Temperature,61.8,MainPumpP2
AccelerationZ,1.6,MainPumpP2
AccelerationX,1.4,MainPumpP2
AccelerationY,1.2,MainPumpP2
Temperature,61.9,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.4,MainPumpP2
AccelerationY,0.3,MainPumpP2
Temperature,61.0,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,60.6,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,60.2,MainPumpP2
AccelerationZ,1.3,MainPumpP2
AccelerationX,2.1,MainPumpP2
AccelerationY,1.3,MainPumpP2
Temperature,60.5,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,1.0,MainPumpP2
Temperature,61.1,MainPumpP2
AccelerationZ,1.0,MainPumpP2
AccelerationX,0.8,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,60.3,MainPumpP2
AccelerationZ,1.6,MainPumpP2
AccelerationX,2.3,MainPumpP2
AccelerationY,1.5,MainPumpP2
Temperature,60.4,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,61.6,MainPumpP2
AccelerationZ,0.3,MainPumpP2
AccelerationX,0.4,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,63.6,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,63.1,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,60.8,MainPumpP2
AccelerationZ,0.3,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,59.3,MainPumpP2
AccelerationZ,0.3,MainPumpP2
AccelerationX,0.4,MainPumpP2
AccelerationY,0.3,MainPumpP2
Temperature,56.4,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,53.8,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,55.0,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.5,MainPumpP2
AccelerationY,1.1,MainPumpP2
Temperature,57.1,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.4,MainPumpP2
AccelerationY,1.1,MainPumpP2
Temperature,58.3,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,58.6,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,59.6,MainPumpP2
AccelerationZ,0.8,MainPumpP2
AccelerationX,0.8,MainPumpP2
AccelerationY,0.5,MainPumpP2
Temperature,60.4,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,60.6,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,61.4,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,61.7,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,62.1,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,61.9,MainPumpP2
AccelerationZ,0.3,MainPumpP2
AccelerationX,0.4,MainPumpP2
AccelerationY,0.3,MainPumpP2
Temperature,62.0,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.8,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,61.6,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,61.3,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,61.5,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,1.1,MainPumpP2
Temperature,62.0,MainPumpP2
AccelerationZ,1.7,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,1.0,MainPumpP2
Temperature,61.5,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.8,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,61.6,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,61.6,MainPumpP2
AccelerationZ,1.7,MainPumpP2
AccelerationX,1.5,MainPumpP2
AccelerationY,1.1,MainPumpP2
Temperature,61.8,MainPumpP2
AccelerationZ,0.7,MainPumpP2
AccelerationX,0.6,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,63.4,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,60.4,MainPumpP2
AccelerationZ,1.0,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,1.1,MainPumpP2
Temperature,58.7,MainPumpP2
AccelerationZ,1.5,MainPumpP2
AccelerationX,1.6,MainPumpP2
AccelerationY,1.1,MainPumpP2
Temperature,59.2,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,60.2,MainPumpP2
AccelerationZ,0.8,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,60.3,MainPumpP2
AccelerationZ,1.0,MainPumpP2
AccelerationX,0.8,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,59.3,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,59.3,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,60.3,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,2.0,MainPumpP2
AccelerationY,1.1,MainPumpP2
Temperature,60.7,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,62.3,MainPumpP2
AccelerationZ,1.6,MainPumpP2
AccelerationX,1.4,MainPumpP2
AccelerationY,1.2,MainPumpP2
Temperature,62.3,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,62.6,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,61.5,MainPumpP2
AccelerationZ,1.3,MainPumpP2
AccelerationX,1.6,MainPumpP2
AccelerationY,1.2,MainPumpP2
Temperature,59.5,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.2,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,59.4,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,60.5,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,61.1,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,60.1,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,59.8,MainPumpP2
AccelerationZ,1.5,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,1.1,MainPumpP2
Temperature,59.6,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,60.6,MainPumpP2
AccelerationZ,1.3,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,61.2,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,61.2,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.4,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,60.6,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,1.2,MainPumpP2
Temperature,60.8,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,61.4,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,61.3,MainPumpP2
AccelerationZ,1.5,MainPumpP2
AccelerationX,1.3,MainPumpP2
AccelerationY,1.4,MainPumpP2
Temperature,60.0,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,59.9,MainPumpP2
AccelerationZ,0.6,MainPumpP2
AccelerationX,0.6,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,60.4,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,61.6,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,62.2,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,64.3,MainPumpP2
AccelerationZ,0.5,MainPumpP2
AccelerationX,0.7,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,65.6,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.2,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,64.4,MainPumpP2
Temperature,62.5,MainPumpP2
Temperature,59.9,MainPumpP2
Temperature,57.4,MainPumpP2
Temperature,55.4,MainPumpP2
Temperature,53.5,MainPumpP2
Temperature,51.7,MainPumpP2
Temperature,49.9,MainPumpP2
Temperature,48.0,MainPumpP2
Temperature,46.0,MainPumpP2
Temperature,44.3,MainPumpP2
Temperature,43.1,MainPumpP2
Temperature,42.0,MainPumpP2
Temperature,40.9,MainPumpP2
Temperature,39.4,MainPumpP2
Temperature,38.4,MainPumpP2
Temperature,37.6,MainPumpP2
Temperature,37.1,MainPumpP2
Temperature,36.7,MainPumpP2
Temperature,35.9,MainPumpP2
Temperature,35.7,MainPumpP2
Temperature,35.2,MainPumpP2
Temperature,35.1,MainPumpP2
Temperature,34.8,MainPumpP2
Temperature,34.6,MainPumpP2
Temperature,34.3,MainPumpP2
AccelerationZ,0.4,MainPumpP2
AccelerationX,0.4,MainPumpP2
AccelerationY,0.3,MainPumpP2
Temperature,34.4,MainPumpP2
AccelerationZ,0.3,MainPumpP2
AccelerationX,0.4,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,35.6,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.6,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,38.1,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,43.6,MainPumpP2
AccelerationZ,1.3,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,49.2,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,53.4,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,1.5,MainPumpP2
Temperature,56.9,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,59.5,MainPumpP2
AccelerationZ,1.0,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,61.2,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,1.2,MainPumpP2
Temperature,62.0,MainPumpP2
AccelerationZ,1.7,MainPumpP2
AccelerationX,1.9,MainPumpP2
AccelerationY,1.6,MainPumpP2
Temperature,62.8,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,62.7,MainPumpP2
AccelerationZ,1.6,MainPumpP2
AccelerationX,1.9,MainPumpP2
AccelerationY,1.3,MainPumpP2
Temperature,61.4,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.4,MainPumpP2
AccelerationY,1.5,MainPumpP2
Temperature,60.0,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.8,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,60.0,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,0.8,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,60.3,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,60.3,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,60.8,MainPumpP2
AccelerationZ,1.8,MainPumpP2
AccelerationX,1.4,MainPumpP2
AccelerationY,1.1,MainPumpP2
Temperature,60.3,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,60.3,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.8,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,60.5,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,1.0,MainPumpP2
Temperature,61.0,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,61.1,MainPumpP2
AccelerationZ,1.5,MainPumpP2
AccelerationX,1.3,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,60.6,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,60.1,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,60.1,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,60.9,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,61.6,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,62.1,MainPumpP2
AccelerationZ,1.0,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,62.0,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,61.8,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.3,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,62.3,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,63.6,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,63.4,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,62.8,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,62.4,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.3,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,63.1,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,65.6,MainPumpP2
Temperature,65.5,MainPumpP2
Temperature,64.0,MainPumpP2
Temperature,62.1,MainPumpP2
Temperature,60.0,MainPumpP2
Temperature,58.0,MainPumpP2
Temperature,56.3,MainPumpP2
Temperature,54.1,MainPumpP2
Temperature,52.9,MainPumpP2
Temperature,51.4,MainPumpP2
Temperature,50.1,MainPumpP2
Temperature,49.0,MainPumpP2
Temperature,47.7,MainPumpP2
Temperature,46.7,MainPumpP2
Temperature,45.6,MainPumpP2
Temperature,44.7,MainPumpP2
Temperature,43.7,MainPumpP2
Temperature,42.8,MainPumpP2
Temperature,42.0,MainPumpP2
Temperature,41.2,MainPumpP2
Temperature,40.4,MainPumpP2
Temperature,39.6,MainPumpP2
AccelerationZ,0.3,MainPumpP2
AccelerationX,0.4,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,38.9,MainPumpP2
AccelerationZ,1.3,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,1.3,MainPumpP2
Temperature,42.5,MainPumpP2
AccelerationZ,1.3,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,1.2,MainPumpP2
Temperature,47.7,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,52.6,MainPumpP2
AccelerationZ,1.5,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,1.3,MainPumpP2
Temperature,56.0,MainPumpP2
AccelerationZ,0.8,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,57.9,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,59.0,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,60.1,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,1.3,MainPumpP2
Temperature,60.6,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.4,MainPumpP2
AccelerationY,0.3,MainPumpP2
Temperature,61.7,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.4,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,60.6,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.8,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,59.3,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.3,MainPumpP2
AccelerationY,1.4,MainPumpP2
Temperature,59.6,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.3,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,62.5,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.4,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,60.8,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.3,MainPumpP2
AccelerationY,1.2,MainPumpP2
Temperature,60.1,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,63.1,MainPumpP2
AccelerationZ,0.8,MainPumpP2
AccelerationX,0.8,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,61.4,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,60.7,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,61.2,MainPumpP2
AccelerationZ,1.0,MainPumpP2
AccelerationX,0.8,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,61.5,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,62.1,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,61.9,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,62.4,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,1.4,MainPumpP2
Temperature,64.5,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,64.5,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,62.8,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.7,MainPumpP2
Temperature,59.2,MainPumpP2
AccelerationZ,0.8,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,59.4,MainPumpP2
AccelerationZ,1.4,MainPumpP2
AccelerationX,1.3,MainPumpP2
AccelerationY,1.4,MainPumpP2
Temperature,60.0,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,61.3,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,60.1,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,1.0,MainPumpP2
Temperature,61.1,MainPumpP2
AccelerationZ,1.3,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,59.9,MainPumpP2
AccelerationZ,1.3,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,60.6,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,62.9,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.4,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,60.5,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,1.1,MainPumpP2
Temperature,58.8,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,1.2,MainPumpP2
Temperature,59.1,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,60.4,MainPumpP2
AccelerationZ,1.5,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,1.3,MainPumpP2
Temperature,61.0,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.9,MainPumpP2
Temperature,61.5,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.0,MainPumpP2
AccelerationY,1.2,MainPumpP2
Temperature,61.7,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.4,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,63.2,MainPumpP2
AccelerationZ,0.2,MainPumpP2
AccelerationX,0.3,MainPumpP2
AccelerationY,0.2,MainPumpP2
Temperature,61.3,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.2,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,58.9,MainPumpP2
AccelerationZ,1.1,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.8,MainPumpP2
Temperature,58.0,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,59.6,MainPumpP2
AccelerationZ,1.2,MainPumpP2
AccelerationX,1.1,MainPumpP2
AccelerationY,1.1,MainPumpP2
Temperature,60.1,MainPumpP2
AccelerationZ,0.9,MainPumpP2
AccelerationX,0.9,MainPumpP2
AccelerationY,0.6,MainPumpP2
Temperature,60.6,MainPumpP2
AccelerationZ,1.3,MainPumpP2
