Data;Hora UTC;TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C)
27/01/2024;0500 UTC;24,3;23,7
27/01/2024;0600 UTC;23,7;23,1
27/01/2024;0700 UTC;23,3;23,1
27/01/2024;0800 UTC;23,5;23,3
27/01/2024;0900 UTC;23,5;23,3
27/01/2024;1000 UTC;23,4;23,2
27/01/2024;1100 UTC;23,4;23,1
27/01/2024;1200 UTC;24;23,4
27/01/2024;1300 UTC;24,6;23,8
27/01/2024;1400 UTC;25;24,4
27/01/2024;1500 UTC;25,5;24,9
27/01/2024;1600 UTC;25,8;22,8
27/01/2024;1700 UTC;22,8;21,7
27/01/2024;1800 UTC;21,7;20,9
27/01/2024;1900 UTC;20,9;20,5
27/01/2024;2000 UTC;20,7;20,4
27/01/2024;2100 UTC;21;20,7
27/01/2024;2200 UTC;21,2;21
27/01/2024;2300 UTC;21,3;21,1
28/01/2024;0000 UTC;21,4;21,2
28/01/2024;0100 UTC;21,5;21,3
28/01/2024;0200 UTC;21,4;21,1
28/01/2024;0300 UTC;21,4;21
28/01/2024;0400 UTC;21,5;21,3
28/01/2024;0500 UTC;21,4;21,1
28/01/2024;0600 UTC;21,4;21,1
28/01/2024;0700 UTC;21,4;21,1
28/01/2024;0800 UTC;21,4;21,1
28/01/2024;0900 UTC;21,5;21,3
28/01/2024;1000 UTC;21,6;21,4
28/01/2024;1100 UTC;21,9;21,5
28/01/2024;1200 UTC;23,1;21,9
28/01/2024;1300 UTC;25,9;23,2
28/01/2024;1400 UTC;26,6;25,6
28/01/2024;1500 UTC;28,9;26,3
28/01/2024;1600 UTC;30,2;27,8
28/01/2024;1700 UTC;30,4;29
28/01/2024;1800 UTC;30,5;29,3
28/01/2024;1900 UTC;30,4;29,6
28/01/2024;2000 UTC;30,7;30
28/01/2024;2100 UTC;31,4;29
28/01/2024;2200 UTC;29,1;26,6
28/01/2024;2300 UTC;26,7;25,1
29/01/2024;0000 UTC;25,7;24,9
29/01/2024;0100 UTC;26,8;25,4
29/01/2024;0200 UTC;25,6;24,6
29/01/2024;0300 UTC;25,6;24,6
29/01/2024;0400 UTC;25,2;24,7
29/01/2024;0500 UTC;24,8;23,6
29/01/2024;0600 UTC;23,6;22,7
29/01/2024;0700 UTC;22,8;22
29/01/2024;0800 UTC;22,1;21,5
29/01/2024;0900 UTC;21,9;21,3
29/01/2024;1000 UTC;21,3;21
29/01/2024;1100 UTC;21,2;20,8
29/01/2024;1200 UTC;21,3;20,8
29/01/2024;1300 UTC;21,7;21,2
29/01/2024;1400 UTC;22;21,5
29/01/2024;1500 UTC;23,2;22
29/01/2024;1600 UTC;23,7;23
29/01/2024;1700 UTC;24,1;23,4
29/01/2024;1800 UTC;24,8;23,8
29/01/2024;1900 UTC;25,2;24,8
29/01/2024;2000 UTC;25,9;25
29/01/2024;2100 UTC;26,2;25,6
29/01/2024;2200 UTC;26,1;25,5
29/01/2024;2300 UTC;25,5;23,7
30/01/2024;0000 UTC;24,4;23,5
30/01/2024;0100 UTC;24,3;23,3
30/01/2024;0200 UTC;23,9;23,1
30/01/2024;0300 UTC;23,9;23,3
30/01/2024;0400 UTC;23,8;23,4
30/01/2024;0500 UTC;23,6;23,1
30/01/2024;0600 UTC;23,2;23,1
30/01/2024;0700 UTC;23,5;23,2
30/01/2024;0800 UTC;23,6;23,2
30/01/2024;0900 UTC;23,5;23,1
30/01/2024;1000 UTC;23,5;23,1
30/01/2024;1100 UTC;24,1;23,4
30/01/2024;1200 UTC;25,9;24
30/01/2024;1300 UTC;27,2;25,7
30/01/2024;1400 UTC;27,9;26,7
30/01/2024;1500 UTC;29,1;27,5
30/01/2024;1600 UTC;30,5;28,9
30/01/2024;1700 UTC;31,4;29,9
30/01/2024;1800 UTC;32,4;30,6
30/01/2024;1900 UTC;33;31,2
30/01/2024;2000 UTC;33,3;31,2
30/01/2024;2100 UTC;32;30,7
30/01/2024;2200 UTC;30,7;27,5
30/01/2024;2300 UTC;27,5;26
31/01/2024;0000 UTC;26,5;26
31/01/2024;0100 UTC;26,1;25,1
31/01/2024;0200 UTC;25,9;24,6
31/01/2024;0300 UTC;25,1;24,3
31/01/2024;0400 UTC;25,2;24,5
31/01/2024;0500 UTC;26;24,5
31/01/2024;0600 UTC;25,2;24,3
31/01/2024;0700 UTC;25;24,2
31/01/2024;0800 UTC;24,5;24,2
31/01/2024;0900 UTC;24,8;24,3
31/01/2024;1000 UTC;24,6;23,8
31/01/2024;1100 UTC;27,3;24,1
31/01/2024;1200 UTC;29;27,2
31/01/2024;1300 UTC;30,5;28,7
31/01/2024;1400 UTC;30,9;29,9
31/01/2024;1500 UTC;32,1;30,2
31/01/2024;1600 UTC;33,3;31,7
31/01/2024;1700 UTC;32,3;30,2
31/01/2024;1800 UTC;30,9;29,8
31/01/2024;1900 UTC;29,7;24,7
31/01/2024;2000 UTC;28,3;26
31/01/2024;2100 UTC;27,8;27
31/01/2024;2200 UTC;27,1;25,6
31/01/2024;2300 UTC;25,7;25
01/02/2024;0000 UTC;26,1;25,3
01/02/2024;0100 UTC;25,7;25
01/02/2024;0200 UTC;25,5;24,4
01/02/2024;0300 UTC;24,8;24,5
01/02/2024;0400 UTC;25;24,4
01/02/2024;0500 UTC;25;24,4
01/02/2024;0600 UTC;25,1;24,6
01/02/2024;0700 UTC;24,8;23,7
01/02/2024;0800 UTC;24,3;23,5
01/02/2024;0900 UTC;24,5;23,1
01/02/2024;1000 UTC;24,7;24,1
01/02/2024;1100 UTC;25,3;24,7
01/02/2024;1200 UTC;26,6;25,3
01/02/2024;1300 UTC;26,5;23,6
01/02/2024;1400 UTC;24,7;23,2
01/02/2024;1500 UTC;25,8;24,5
01/02/2024;1600 UTC;26,8;25,7
01/02/2024;1700 UTC;26,6;25,5
01/02/2024;1800 UTC;27;26
01/02/2024;1900 UTC;27,5;26,7
01/02/2024;2000 UTC;27,6;27,1
01/02/2024;2100 UTC;27,6;27
01/02/2024;2200 UTC;27,1;26
01/02/2024;2300 UTC;26;25,1
02/02/2024;0000 UTC;25,6;24,8
02/02/2024;0100 UTC;25;24,3
02/02/2024;0200 UTC;24,5;23,8
02/02/2024;0300 UTC;24,1;23,8
02/02/2024;0400 UTC;23,8;23,4
02/02/2024;0500 UTC;23,4;23,2
02/02/2024;0600 UTC;23,4;23
02/02/2024;0700 UTC;23,2;22,9
02/02/2024;0800 UTC;23,4;22,9
02/02/2024;0900 UTC;23,2;22,8
02/02/2024;1000 UTC;23,4;22,8
02/02/2024;1100 UTC;23,9;23,3
02/02/2024;1200 UTC;24,7;23,8
02/02/2024;1300 UTC;26,6;24,7
02/02/2024;1400 UTC;27,7;26,3
02/02/2024;1500 UTC;28,5;27,4
02/02/2024;1600 UTC;28,9;28
02/02/2024;1700 UTC;28,6;28
02/02/2024;1800 UTC;29,2;28
02/02/2024;1900 UTC;30,5;29
02/02/2024;2000 UTC;29,6;29,1
02/02/2024;2100 UTC;29,3;27,9
02/02/2024;2200 UTC;27,9;26,3
02/02/2024;2300 UTC;26,4;25,4
03/02/2024;0000 UTC;25,4;25,1
03/02/2024;0100 UTC;25,3;24,7
03/02/2024;0200 UTC;25,6;24,8
03/02/2024;0300 UTC;25,2;24,8
03/02/2024;0400 UTC;25,2;24,7
03/02/2024;0500 UTC;24,8;24,2
03/02/2024;0600 UTC;24,3;24
03/02/2024;0700 UTC;24,3;23,9
03/02/2024;0800 UTC;24,5;24,1
03/02/2024;0900 UTC;24,2;23,8
03/02/2024;1000 UTC;24,2;24
03/02/2024;1100 UTC;24,4;22,7
03/02/2024;1200 UTC;24,6;22,8
03/02/2024;1300 UTC;25,6;24,6
03/02/2024;1400 UTC;26,8;25,4
03/02/2024;1500 UTC;26,8;26,1
03/02/2024;1600 UTC;27,4;26,1
03/02/2024;1700 UTC;28,9;27,2
03/02/2024;1800 UTC;29,9;28
03/02/2024;1900 UTC;30,7;29,3
03/02/2024;2000 UTC;29,6;28,8
03/02/2024;2100 UTC;29,7;29
03/02/2024;2200 UTC;29,1;27,7
03/02/2024;2300 UTC;27,8;26
04/02/2024;0000 UTC;27,1;24,9
04/02/2024;0100 UTC;25,6;24,7
04/02/2024;0200 UTC;26,2;25,4
04/02/2024;0300 UTC;26,3;24,4
04/02/2024;0400 UTC;24,4;23,4
04/02/2024;0500 UTC;23,8;23,3
04/02/2024;0600 UTC;23,6;23
04/02/2024;0700 UTC;23,9;23,2
04/02/2024;0800 UTC;23,8;23,4
04/02/2024;0900 UTC;24;23,5
04/02/2024;1000 UTC;24,3;23,5
04/02/2024;1100 UTC;24,9;24
04/02/2024;1200 UTC;26,8;24,8
04/02/2024;1300 UTC;28,8;26,7
04/02/2024;1400 UTC;29,8;28,3
04/02/2024;1500 UTC;31,4;29,3
04/02/2024;1600 UTC;31,9;27,3
04/02/2024;1700 UTC;32,1;28,3
04/02/2024;1800 UTC;32,4;27,7
04/02/2024;1900 UTC;27,8;25,5
04/02/2024;2000 UTC;28,9;27,4
04/02/2024;2100 UTC;28;26,7
04/02/2024;2200 UTC;26,9;25,8
04/02/2024;2300 UTC;26,1;25,3
05/02/2024;0000 UTC;26,3;25,5
05/02/2024;0100 UTC;25,9;24,6
05/02/2024;0200 UTC;25,2;24,5
05/02/2024;0300 UTC;25,3;24,3
05/02/2024;0400 UTC;24,9;24,2
05/02/2024;0500 UTC;24,9;23,5
05/02/2024;0600 UTC;24,5;23,2
05/02/2024;0700 UTC;23,2;23
05/02/2024;0800 UTC;23,3;22,9
05/02/2024;0900 UTC;23;22,5
05/02/2024;1000 UTC;22,9;22,3
05/02/2024;1100 UTC;23,7;22,9
05/02/2024;1200 UTC;25,5;23,7
05/02/2024;1300 UTC;26,3;25,4
05/02/2024;1400 UTC;27,4;26,3
05/02/2024;1500 UTC;29,8;27,3
05/02/2024;1600 UTC;30,1;28
05/02/2024;1700 UTC;28,5;26,6
05/02/2024;1800 UTC;30;23,2
05/02/2024;1900 UTC;23,3;22,3
05/02/2024;2000 UTC;24,2;23,3
05/02/2024;2100 UTC;24,5;24
05/02/2024;2200 UTC;24,5;23,7
05/02/2024;2300 UTC;24,1;23,7
06/02/2024;0000 UTC;24,3;23,6
06/02/2024;0100 UTC;24,2;23,4
06/02/2024;0200 UTC;23,6;23,3
06/02/2024;0300 UTC;23,9;23,3
06/02/2024;0400 UTC;23,8;23,5
06/02/2024;0500 UTC;23,6;23
06/02/2024;0600 UTC;23,3;23,1
06/02/2024;0700 UTC;23,4;22,7
06/02/2024;0800 UTC;23,1;22,7
06/02/2024;0900 UTC;23,1;22,6
06/02/2024;1000 UTC;23,3;22,6
06/02/2024;1100 UTC;24,8;23,1
06/02/2024;1200 UTC;26,1;24,5
06/02/2024;1300 UTC;27,8;25,9
06/02/2024;1400 UTC;29,1;27,4
06/02/2024;1500 UTC;29,7;28,6
06/02/2024;1600 UTC;30,7;29,3
06/02/2024;1700 UTC;31,5;29,9
06/02/2024;1800 UTC;32,4;31,2
06/02/2024;1900 UTC;32,9;31,8
06/02/2024;2000 UTC;33,1;32
06/02/2024;2100 UTC;32,3;29,8
06/02/2024;2200 UTC;29,8;27,8
06/02/2024;2300 UTC;27,9;26,8
07/02/2024;0000 UTC;28,2;25,7
07/02/2024;0100 UTC;26,6;25,5
07/02/2024;0200 UTC;26,9;24,8
07/02/2024;0300 UTC;25,4;24,3
07/02/2024;0400 UTC;25,6;24
07/02/2024;0500 UTC;24,4;23,7
07/02/2024;0600 UTC;23,8;23,4
07/02/2024;0700 UTC;23,6;22,9
07/02/2024;0800 UTC;23,4;22,9
07/02/2024;0900 UTC;23;22,6
07/02/2024;1000 UTC;24;22,7
07/02/2024;1100 UTC;26,3;23,7
07/02/2024;1200 UTC;27,7;26
07/02/2024;1300 UTC;29,6;27,5
07/02/2024;1400 UTC;31;29,3
07/02/2024;1500 UTC;32,1;30,5
07/02/2024;1600 UTC;32,7;31
07/02/2024;1700 UTC;33,5;31,4
07/02/2024;1800 UTC;33,6;32,6
07/02/2024;1900 UTC;33,4;29,7
07/02/2024;2000 UTC;30,3;29,5
07/02/2024;2100 UTC;30,2;29,5
07/02/2024;2200 UTC;29,6;27,8
07/02/2024;2300 UTC;28,1;27,2
08/02/2024;0000 UTC;27,6;26,7
08/02/2024;0100 UTC;26,9;26,3
08/02/2024;0200 UTC;26,4;25,7
08/02/2024;0300 UTC;26,5;24,2
08/02/2024;0400 UTC;25,9;24,4
08/02/2024;0500 UTC;25,2;23,9
08/02/2024;0600 UTC;24,1;23,4
08/02/2024;0700 UTC;24,2;23,4
08/02/2024;0800 UTC;24,1;23,3
08/02/2024;0900 UTC;24,5;24
08/02/2024;1000 UTC;24,5;24,2
08/02/2024;1100 UTC;25,6;24,2
08/02/2024;1200 UTC;27,4;25,6
08/02/2024;1300 UTC;28,8;27,4
08/02/2024;1400 UTC;29;24,5
08/02/2024;1500 UTC;29,2;24,9
08/02/2024;1600 UTC;31,1;28,8
08/02/2024;1700 UTC;32,2;30,1
08/02/2024;1800 UTC;32,2;31,1
08/02/2024;1900 UTC;31,7;30,1
08/02/2024;2000 UTC;30,6;30
08/02/2024;2100 UTC;30,6;29,5
08/02/2024;2200 UTC;29,6;27,7
08/02/2024;2300 UTC;27,9;27
09/02/2024;0000 UTC;27,3;25,7
09/02/2024;0100 UTC;26,1;25,4
09/02/2024;0200 UTC;26,3;25,2
09/02/2024;0300 UTC;26,5;25,6
09/02/2024;0400 UTC;25,6;24,1
09/02/2024;0500 UTC;24,1;23,9
09/02/2024;0600 UTC;23,9;23,4
09/02/2024;0700 UTC;23,9;23,3
09/02/2024;0800 UTC;23,9;23,4
09/02/2024;0900 UTC;23,9;23,5
09/02/2024;1000 UTC;23,6;23,2
09/02/2024;1100 UTC;24,6;23,5
09/02/2024;1200 UTC;26,3;24,6
09/02/2024;1300 UTC;28,2;26,2
09/02/2024;1400 UTC;29,3;27,8
09/02/2024;1500 UTC;29,1;27,9
09/02/2024;1600 UTC;31,2;28,4
09/02/2024;1700 UTC;30,2;27,6
09/02/2024;1800 UTC;30,1;28,1
09/02/2024;1900 UTC;31,2;30
09/02/2024;2000 UTC;31,3;30,2
09/02/2024;2100 UTC;30,5;29
09/02/2024;2200 UTC;29,1;26,8
09/02/2024;2300 UTC;26,8;25,9
10/02/2024;0000 UTC;25,9;25,3
10/02/2024;0100 UTC;25,5;24,8
10/02/2024;0200 UTC;25,4;24,4
10/02/2024;0300 UTC;25,6;24,3
10/02/2024;0400 UTC;25,2;24,7
10/02/2024;0500 UTC;24,7;23,6
10/02/2024;0600 UTC;23,6;23,2
10/02/2024;0700 UTC;23,2;22,8
10/02/2024;0800 UTC;22,9;22,8
10/02/2024;0900 UTC;22,9;22,4
10/02/2024;1000 UTC;22,4;22,3
10/02/2024;1100 UTC;22,8;22,4
10/02/2024;1200 UTC;23,4;22,7
10/02/2024;1300 UTC;23,8;23,3
10/02/2024;1400 UTC;24,3;23,8
10/02/2024;1500 UTC;25,1;24,1
10/02/2024;1600 UTC;26,1;24,8
10/02/2024;1700 UTC;26,9;26
10/02/2024;1800 UTC;27,5;26,6
10/02/2024;1900 UTC;27,8;27,2
10/02/2024;2000 UTC;27,7;27,3
10/02/2024;2100 UTC;27,6;26,3
10/02/2024;2200 UTC;26,4;25,1
10/02/2024;2300 UTC;25,1;24,2
11/02/2024;0000 UTC;24,9;23,8
11/02/2024;0100 UTC;24,3;23,6
11/02/2024;0200 UTC;24,4;23,7
11/02/2024;0300 UTC;24,4;23,9
11/02/2024;0400 UTC;24,3;23,8
11/02/2024;0500 UTC;24,5;23,8
11/02/2024;0600 UTC;24,2;23,9
11/02/2024;0700 UTC;24;23,7
11/02/2024;0800 UTC;24,2;23,6
11/02/2024;0900 UTC;24;23,6
11/02/2024;1000 UTC;24;22,6
11/02/2024;1100 UTC;22,6;22,5
11/02/2024;1200 UTC;23,1;22,6
11/02/2024;1300 UTC;24,1;22,9
11/02/2024;1400 UTC;24,5;23,8
11/02/2024;1500 UTC;25,1;24,3
11/02/2024;1600 UTC;25,7;24,6
11/02/2024;1700 UTC;26,4;25,4
11/02/2024;1800 UTC;26,7;25,6
11/02/2024;1900 UTC;26,5;25,6
11/02/2024;2000 UTC;26,4;25,6
11/02/2024;2100 UTC;26,2;25,5
11/02/2024;2200 UTC;25,8;25,3
11/02/2024;2300 UTC;25,3;24,8
12/02/2024;0000 UTC;24,8;24,1
12/02/2024;0100 UTC;24,8;24,1
12/02/2024;0200 UTC;24,5;24,3
12/02/2024;0300 UTC;24,3;23,8
12/02/2024;0400 UTC;24,2;23,6
12/02/2024;0500 UTC;23,9;23,6
12/02/2024;0600 UTC;23,8;23,5
12/02/2024;0700 UTC;23,6;23,4
12/02/2024;0800 UTC;24;23,4
12/02/2024;0900 UTC;24;23,3
12/02/2024;1000 UTC;23,5;23,2
12/02/2024;1100 UTC;24,8;23,5
12/02/2024;1200 UTC;26,5;24,8
12/02/2024;1300 UTC;28,5;26,4
12/02/2024;1400 UTC;29,9;28,3
12/02/2024;1500 UTC;30,5;29,2
12/02/2024;1600 UTC;31,2;29,8
12/02/2024;1700 UTC;31,7;30,2
12/02/2024;1800 UTC;32,3;30,9
12/02/2024;1900 UTC;32,2;30,8
12/02/2024;2000 UTC;32,5;31,4
12/02/2024;2100 UTC;32,2;31,1
12/02/2024;2200 UTC;31,3;29,5
12/02/2024;2300 UTC;29,8;28,3
13/02/2024;0000 UTC;29,4;27,9
13/02/2024;0100 UTC;28,6;27,8
13/02/2024;0200 UTC;27,9;27,5
13/02/2024;0300 UTC;27,7;26,9
13/02/2024;0400 UTC;26,8;25,3
13/02/2024;0500 UTC;25,4;23,8
13/02/2024;0600 UTC;24,2;23,5
13/02/2024;0700 UTC;24,1;23,1
13/02/2024;0800 UTC;23,4;22,8
13/02/2024;0900 UTC;23,9;22,8
13/02/2024;1000 UTC;24;22,3
13/02/2024;1100 UTC;26,6;23,8
13/02/2024;1200 UTC;27,9;26
13/02/2024;1300 UTC;28,8;27,6
13/02/2024;1400 UTC;29,5;28,6
13/02/2024;1500 UTC;30,1;29,2
13/02/2024;1600 UTC;31,5;30
13/02/2024;1700 UTC;31,9;30,7
13/02/2024;1800 UTC;32,3;31
13/02/2024;1900 UTC;32,7;31,7
13/02/2024;2000 UTC;32,8;31,6
13/02/2024;2100 UTC;32,1;30,7
13/02/2024;2200 UTC;30,8;29,3
13/02/2024;2300 UTC;30,1;29,2
14/02/2024;0000 UTC;29,5;23,9
14/02/2024;0100 UTC;25,2;24
14/02/2024;0200 UTC;25;23,4
14/02/2024;0300 UTC;24,7;23,5
14/02/2024;0400 UTC;24,4;23,4
14/02/2024;0500 UTC;23,9;23,4
14/02/2024;0600 UTC;23,9;23,5
14/02/2024;0700 UTC;23,5;23
14/02/2024;0800 UTC;23,9;23,2
14/02/2024;0900 UTC;23,4;22,8
14/02/2024;1000 UTC;23;22,6
14/02/2024;1100 UTC;24,8;23
14/02/2024;1200 UTC;27;24,8
14/02/2024;1300 UTC;28,5;26,8
14/02/2024;1400 UTC;29,1;27,6
14/02/2024;1500 UTC;30,5;28,8
14/02/2024;1600 UTC;31;29,8
14/02/2024;1700 UTC;32,4;30,6
14/02/2024;1800 UTC;32,8;25,8
14/02/2024;1900 UTC;27,4;25,8
14/02/2024;2000 UTC;29,3;27,3
14/02/2024;2100 UTC;29,4;28
14/02/2024;2200 UTC;29,2;25,9
14/02/2024;2300 UTC;26,4;25,8
15/02/2024;0000 UTC;26,8;24,6
15/02/2024;0100 UTC;25,5;24,7
15/02/2024;0200 UTC;25,2;24,2
15/02/2024;0300 UTC;25,1;24
15/02/2024;0400 UTC;24,6;23,5
15/02/2024;0500 UTC;23,8;23,4
15/02/2024;0600 UTC;24,4;22,9
15/02/2024;0700 UTC;24,3;23
15/02/2024;0800 UTC;24,1;23
15/02/2024;0900 UTC;24,7;23,1
15/02/2024;1000 UTC;24,7;23,6
15/02/2024;1100 UTC;24,2;23,7
15/02/2024;1200 UTC;26,3;24,2
15/02/2024;1300 UTC;28,3;26,2
15/02/2024;1400 UTC;29,8;28,1
15/02/2024;1500 UTC;31;29,7
15/02/2024;1600 UTC;32,2;30,5
15/02/2024;1700 UTC;33,3;31,5
15/02/2024;1800 UTC;33,6;32
15/02/2024;1900 UTC;33,3;28,7
15/02/2024;2000 UTC;31,1;28,5
15/02/2024;2100 UTC;31,3;30,2
15/02/2024;2200 UTC;30,2;28,4
15/02/2024;2300 UTC;28,5;27,4
16/02/2024;0000 UTC;27,7;25,9
16/02/2024;0100 UTC;26,4;25,6
16/02/2024;0200 UTC;25,9;24,7
16/02/2024;0300 UTC;25,4;24,6
16/02/2024;0400 UTC;25,7;24,2
16/02/2024;0500 UTC;24,5;23,9
16/02/2024;0600 UTC;24,6;24
16/02/2024;0700 UTC;24,7;23,6
16/02/2024;0800 UTC;24,3;23,5
16/02/2024;0900 UTC;24,4;23,2
16/02/2024;1000 UTC;24,1;23,3
16/02/2024;1100 UTC;27,6;23,5
16/02/2024;1200 UTC;29,2;27,4
16/02/2024;1300 UTC;30,9;29
16/02/2024;1400 UTC;32;30,1
16/02/2024;1500 UTC;31,2;24,3
16/02/2024;1600 UTC;24,6;24,4
16/02/2024;1700 UTC;26;24,2
16/02/2024;1800 UTC;28,2;25,9
16/02/2024;1900 UTC;29,7;28
16/02/2024;2000 UTC;29,8;28,8
16/02/2024;2100 UTC;29;27,9
16/02/2024;2200 UTC;27,8;26,2
16/02/2024;2300 UTC;26,9;24,7
17/02/2024;0000 UTC;25,3;24,2
17/02/2024;0100 UTC;24,5;23,6
17/02/2024;0200 UTC;25;23,4
17/02/2024;0300 UTC;24,7;23,5
17/02/2024;0400 UTC;24,7;23,3
17/02/2024;0500 UTC;24,2;23
17/02/2024;0600 UTC;23,9;23,1
17/02/2024;0700 UTC;23,9;23,2
17/02/2024;0800 UTC;23,7;22,4
17/02/2024;0900 UTC;23,3;22
17/02/2024;1000 UTC;23,4;22,5
17/02/2024;1100 UTC;26,2;22,8
17/02/2024;1200 UTC;27,3;25,7
17/02/2024;1300 UTC;29,6;26,9
17/02/2024;1400 UTC;30,4;29,4
17/02/2024;1500 UTC;31,7;30
17/02/2024;1600 UTC;32,4;31,1
17/02/2024;1700 UTC;33,1;31,6
17/02/2024;1800 UTC;33,4;32,2
17/02/2024;1900 UTC;33,4;32,3
17/02/2024;2000 UTC;33,1;32,2
17/02/2024;2100 UTC;32,7;31,5
17/02/2024;2200 UTC;31,9;29,2
17/02/2024;2300 UTC;29,2;27,1
18/02/2024;0000 UTC;27,7;26,2
18/02/2024;0100 UTC;26,9;25,7
18/02/2024;0200 UTC;27,2;26,2
18/02/2024;0300 UTC;27,3;25,9
18/02/2024;0400 UTC;25,9;25,1
18/02/2024;0500 UTC;26,7;25,6
18/02/2024;0600 UTC;26,4;25,1
18/02/2024;0700 UTC;25,2;23,9
18/02/2024;0800 UTC;24,8;23,8
18/02/2024;0900 UTC;24,1;23,6
18/02/2024;1000 UTC;24,4;23,6
18/02/2024;1100 UTC;26,2;24,4
18/02/2024;1200 UTC;27,2;25,5
18/02/2024;1300 UTC;30,4;27,1
18/02/2024;1400 UTC;30,6;29
18/02/2024;1500 UTC;31,3;30,2
18/02/2024;1600 UTC;31,2;27,5
18/02/2024;1700 UTC;27,4;25,7
18/02/2024;1800 UTC;27,4;26,4
18/02/2024;1900 UTC;28,2;26,6
18/02/2024;2000 UTC;30;28,2
18/02/2024;2100 UTC;30,4;28,9
18/02/2024;2200 UTC;28,9;27,1
18/02/2024;2300 UTC;27,4;26,4
19/02/2024;0000 UTC;27,3;26,3
19/02/2024;0100 UTC;26,5;25,7
19/02/2024;0200 UTC;26,4;25,7
19/02/2024;0300 UTC;26,3;25,4
19/02/2024;0400 UTC;25,9;24,8
19/02/2024;0500 UTC;25,5;24,8
19/02/2024;0600 UTC;25,9;24,9
19/02/2024;0700 UTC;25,7;23,6
19/02/2024;0800 UTC;23,5;22,5
19/02/2024;0900 UTC;22,7;22,5
19/02/2024;1000 UTC;22,7;22,6
19/02/2024;1100 UTC;23,1;22,7
19/02/2024;1200 UTC;23,6;23
19/02/2024;1300 UTC;24,1;23,5
19/02/2024;1400 UTC;24,4;24
19/02/2024;1500 UTC;24,3;23,9
19/02/2024;1600 UTC;24,5;24
19/02/2024;1700 UTC;25,5;24,5
19/02/2024;1800 UTC;26,7;25,4
19/02/2024;1900 UTC;26,9;26,5
19/02/2024;2000 UTC;26,9;26,4
19/02/2024;2100 UTC;27;26,3
19/02/2024;2200 UTC;26,3;25,3
19/02/2024;2300 UTC;25,3;24,7
20/02/2024;0000 UTC;24,8;24,2
20/02/2024;0100 UTC;24,3;24
20/02/2024;0200 UTC;24;23,8
20/02/2024;0300 UTC;23,8;23,6
20/02/2024;0400 UTC;23,6;23,4
20/02/2024;0500 UTC;23,5;23,4
20/02/2024;0600 UTC;23,5;23,4
20/02/2024;0700 UTC;23,6;23,5
20/02/2024;0800 UTC;23,5;23,3
20/02/2024;0900 UTC;23,5;23,3
20/02/2024;1000 UTC;23,6;23,5
20/02/2024;1100 UTC;23,8;23,6
20/02/2024;1200 UTC;24,2;23,7
20/02/2024;1300 UTC;25,5;24,2
20/02/2024;1400 UTC;27,1;25,4
20/02/2024;1500 UTC;28,5;24,7
20/02/2024;1600 UTC;29,3;27,3
20/02/2024;1700 UTC;30,4;28,7
20/02/2024;1800 UTC;31,1;29,6
20/02/2024;1900 UTC;30,6;28,2
20/02/2024;2000 UTC;29,6;27,8
20/02/2024;2100 UTC;27,8;26
20/02/2024;2200 UTC;26,3;25,9
20/02/2024;2300 UTC;25,9;25,8
21/02/2024;0000 UTC;25,9;25,6
21/02/2024;0100 UTC;25,9;25,5
21/02/2024;0200 UTC;25,8;25,4
21/02/2024;0300 UTC;25,4;24,2
21/02/2024;0400 UTC;24,5;23,7
21/02/2024;0500 UTC;24;23,8
21/02/2024;0600 UTC;24;23,8
21/02/2024;0700 UTC;23,9;23,7
21/02/2024;0800 UTC;23,7;23,5
21/02/2024;0900 UTC;23,5;23,5
21/02/2024;1000 UTC;23,6;23,5
21/02/2024;1100 UTC;24,1;23,5
21/02/2024;1200 UTC;25,1;24
21/02/2024;1300 UTC;27,2;25
21/02/2024;1400 UTC;27,8;26,6
21/02/2024;1500 UTC;29;27,7
21/02/2024;1600 UTC;29,5;28
21/02/2024;1700 UTC;30;24,5
21/02/2024;1800 UTC;26,2;24,6
21/02/2024;1900 UTC;26,1;24,7
21/02/2024;2000 UTC;25,3;24,7
21/02/2024;2100 UTC;25,3;25,1
21/02/2024;2200 UTC;25,2;24,8
21/02/2024;2300 UTC;25,1;24,3
22/02/2024;0000 UTC;25;24,3
22/02/2024;0100 UTC;24,8;24,2
22/02/2024;0200 UTC;24,3;23,9
22/02/2024;0300 UTC;24,2;23,9
22/02/2024;0400 UTC;24,3;23,7
22/02/2024;0500 UTC;24,2;23,6
22/02/2024;0600 UTC;23,6;23,3
22/02/2024;0700 UTC;23,7;23,2
22/02/2024;0800 UTC;23,9;23,4
22/02/2024;0900 UTC;24;23,4
22/02/2024;1000 UTC;23,7;23,5
22/02/2024;1100 UTC;24;23,6
22/02/2024;1200 UTC;24,6;23,9
22/02/2024;1300 UTC;25,6;24,6
22/02/2024;1400 UTC;27;25,5
22/02/2024;1500 UTC;28,5;26,9
22/02/2024;1600 UTC;29,3;28
22/02/2024;1700 UTC;29,6;28,3
22/02/2024;1800 UTC;28,5;25,4
22/02/2024;1900 UTC;25,4;24,8
22/02/2024;2000 UTC;25,4;25,1
22/02/2024;2100 UTC;25,3;25,1
22/02/2024;2200 UTC;25,2;24,4
22/02/2024;2300 UTC;24,4;24,2
