"y";"x_1";"x_2";"x_3"
28,4080102539063;28,5474365234375;28,611787109375;28,8048388671875
28,3007592773438;28,4080102539063;28,5474365234375;28,611787109375
28,2578588867187;28,3007592773438;28,4080102539063;28,5474365234375
28,2149584960938;28,2578588867187;28,3007592773438;28,4080102539063
28,1613330078125;28,2149584960938;28,2578588867187;28,3007592773438
28,1184326171875;28,1613330078125;28,2149584960938;28,2578588867187
28,0648071289062;28,1184326171875;28,1613330078125;28,2149584960938
28,0648071289062;28,0648071289062;28,1184326171875;28,1613330078125
28,0219067382812;28,0648071289062;28,0648071289062;28,1184326171875
27,9790063476562;28,0219067382812;28,0648071289062;28,0648071289062
27,9361059570312;27,9790063476562;28,0219067382812;28,0648071289062
27,839580078125;27,9361059570312;27,9790063476562;28,0219067382812
27,8074047851562;27,839580078125;27,9361059570312;27,9790063476562
27,8074047851562;27,8074047851562;27,839580078125;27,9361059570312
27,7752294921875;27,8074047851562;27,8074047851562;27,839580078125
27,753779296875;27,7752294921875;27,8074047851562;27,8074047851562
27,7216040039062;27,753779296875;27,7752294921875;27,8074047851562
27,7216040039062;27,7216040039062;27,753779296875;27,7752294921875
27,7001538085938;27,7216040039062;27,7216040039062;27,753779296875
27,6894287109375;27,7001538085938;27,7216040039062;27,7216040039062
27,667978515625;27,6894287109375;27,7001538085938;27,7216040039062
27,667978515625;27,667978515625;27,6894287109375;27,7001538085938
27,582177734375;27,667978515625;27,667978515625;27,6894287109375
27,5285522460937;27,582177734375;27,667978515625;27,667978515625
27,4749267578125;27,5285522460937;27,582177734375;27,667978515625
27,4320263671875;27,4749267578125;27,5285522460937;27,582177734375
27,4320263671875;27,4320263671875;27,4749267578125;27,5285522460937
27,3998510742187;27,4320263671875;27,4320263671875;27,4749267578125
27,3891259765625;27,3998510742187;27,4320263671875;27,4320263671875
27,3784008789062;27,3891259765625;27,3998510742187;27,4320263671875
27,3140502929688;27,3784008789062;27,3891259765625;27,3998510742187
27,3462255859375;27,3140502929688;27,3784008789062;27,3891259765625
27,324775390625;27,3462255859375;27,3140502929688;27,3784008789062
27,3355004882813;27,324775390625;27,3462255859375;27,3140502929688
27,3355004882813;27,3355004882813;27,324775390625;27,3462255859375
27,3569506835937;27,3355004882813;27,3355004882813;27,324775390625
27,36767578125;27,3569506835937;27,3355004882813;27,3355004882813
27,36767578125;27,36767578125;27,3569506835937;27,3355004882813
27,3784008789062;27,36767578125;27,36767578125;27,3569506835937
27,4320263671875;27,3784008789062;27,36767578125;27,36767578125
27,410576171875;27,4320263671875;27,3784008789062;27,36767578125
27,4856518554687;27,410576171875;27,4320263671875;27,3784008789062
27,496376953125;27,4856518554687;27,410576171875;27,4320263671875
27,53927734375;27,496376953125;27,4856518554687;27,410576171875
27,5285522460937;27,53927734375;27,496376953125;27,4856518554687
27,5607275390625;27,5285522460937;27,53927734375;27,496376953125
27,5500024414062;27,5607275390625;27,5285522460937;27,53927734375
27,5285522460937;27,5500024414062;27,5607275390625;27,5285522460937
27,5500024414062;27,5285522460937;27,5500024414062;27,5607275390625
27,5714526367187;27,5500024414062;27,5285522460937;27,5500024414062
27,5607275390625;27,5714526367187;27,5500024414062;27,5285522460937
27,5285522460937;27,5607275390625;27,5714526367187;27,5500024414062
27,5285522460937;27,5285522460937;27,5607275390625;27,5714526367187
27,4534765625;27,5285522460937;27,5285522460937;27,5607275390625
27,3891259765625;27,4534765625;27,5285522460937;27,5285522460937
27,281875;27,3891259765625;27,4534765625;27,5285522460937
27,153173828125;27,281875;27,3891259765625;27,4534765625
27,1102734375;27,153173828125;27,281875;27,3891259765625
27,0351977539062;27,1102734375;27,153173828125;27,281875
27,0137475585937;27,0351977539062;27,1102734375;27,153173828125
26,981572265625;27,0137475585937;27,0351977539062;27,1102734375
26,9064965820312;26,981572265625;27,0137475585937;27,0351977539062
26,8635961914062;26,9064965820312;26,981572265625;27,0137475585937
26,8421459960937;26,8635961914062;26,9064965820312;26,981572265625
26,7670703125;26,8421459960937;26,8635961914062;26,9064965820312
26,7563452148438;26,7670703125;26,8421459960937;26,8635961914062
26,7134448242188;26,7563452148438;26,7670703125;26,8421459960937
26,68126953125;26,7134448242188;26,7563452148438;26,7670703125
26,6598193359375;26,68126953125;26,7134448242188;26,7563452148438
26,6169189453125;26,6598193359375;26,68126953125;26,7134448242188
26,6490942382812;26,6169189453125;26,6598193359375;26,68126953125
26,6490942382812;26,6490942382812;26,6169189453125;26,6598193359375
26,6598193359375;26,6490942382812;26,6490942382812;26,6169189453125
26,68126953125;26,6598193359375;26,6490942382812;26,6490942382812
26,724169921875;26,68126953125;26,6598193359375;26,6490942382812
26,7670703125;26,724169921875;26,68126953125;26,6598193359375
26,7777954101563;26,7670703125;26,724169921875;26,68126953125
26,7885205078125;26,7777954101563;26,7670703125;26,724169921875
26,7992456054688;26,7885205078125;26,7777954101563;26,7670703125
26,7885205078125;26,7992456054688;26,7885205078125;26,7777954101563
26,7885205078125;26,7885205078125;26,7992456054688;26,7885205078125
26,7885205078125;26,7885205078125;26,7885205078125;26,7992456054688
26,7670703125;26,7885205078125;26,7885205078125;26,7885205078125
26,7885205078125;26,7670703125;26,7885205078125;26,7885205078125
26,7348950195312;26,7885205078125;26,7670703125;26,7885205078125
26,3916918945312;26,7348950195312;26,7885205078125;26,7670703125
26,1557397460938;26,3916918945312;26,7348950195312;26,7885205078125
25,9734130859375;26,1557397460938;26,3916918945312;26,7348950195312
25,8018115234375;25,9734130859375;26,1557397460938;26,3916918945312
25,6838354492188;25,8018115234375;25,9734130859375;26,1557397460938
25,6838354492188;25,6838354492188;25,8018115234375;25,9734130859375
25,6838354492188;25,6838354492188;25,6838354492188;25,8018115234375
25,6838354492188;25,6838354492188;25,6838354492188;25,6838354492188
