Componente,Modelo,Shapiro-Wilk Statistic,Shapiro-Wilk p-value,Kolmogorov-Smirnov Statistic,Kolmogorov-Smirnov p-value,Durbin-Watson,Lagrange Multiplier Statistic,Breusch-Pagan p-value,Breusch-Pagan f-value,Breusch-Pagan f-p-value
Redutor Giro Traseiro,GRU,0.974516953202754,0.33729853963395906,0.2847235125264471,0.0003752169374053733,1.360602495990594,13.74505371654048,0.008154806486455574,5.780149923020395,0.0018938947424374367
Redutor Giro Traseiro,LSTM,0.9760170373632429,0.38578951744157225,0.31363341943307155,5.884150845713954e-05,1.1864415639617243,25.363300776016136,4.251749835830247e-05,15.499592024409782,3.8212315169875637e-07
Redutor Giro Traseiro,SVM,0.9829588506981745,0.6697734555358842,0.27079526310767843,0.0008555828457831316,1.2680288779888078,7.195494480925971,0.1259108972012661,2.573466181131083,0.06513136544115466
Redutor Giro Traseiro,SVR_Ajus,0.9829588506981745,0.6697734555358842,0.27079526310767843,0.0008555828457831316,1.2680288779888078,7.195494480925971,0.1259108972012661,2.573466181131083,0.06513136544115466
Redutor de Giro Frontal,GRU,0.9863849220160388,0.8208272003697912,0.3118346230550728,6.640495267842319e-05,1.4352318610271462,11.730740781556351,0.01947000116984424,4.680037495879199,0.006097947241116654
Redutor de Giro Frontal,LSTM,0.9657203683291391,0.14617246765375808,0.355193664219733,2.9076519306161314e-06,1.169243852503512,21.61801692014997,0.00023873753460452527,11.526868835297083,8.75071180106429e-06
Redutor de Giro Frontal,SVM,0.9926514808805682,0.9872980869527713,0.35597620390171886,2.7366343623299186e-06,1.5694537692353756,5.251450182416849,0.2624562709346531,1.7983678138997459,0.16040486819879765
Redutor de Giro Frontal,SVR_Ajus,0.9926514808805682,0.9872980869527713,0.35597620390171886,2.7366343623299186e-06,1.5694537692353756,5.251450182416849,0.2624562709346531,1.7983678138997459,0.16040486819879765
