Parametro,Value,NmeComp,Unnamed: 0,Autor 1,Ano de publicação,Título,Nome da revista/periódico,Volume,Páginas inicial e final,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Resultado,NumericTimestamp,Moving_Average
Temperature,0.09615384615384615,MainPumpP1,,,,,,,,,,,,,,,19095.31449074074,52.285714285714285
Temperature,0.0751748251748251,MainPumpP1,,,,,,,,,,,,,,,19095.316574074073,50.94285714285714
Temperature,0.05244755244755239,MainPumpP1,,,,,,,,,,,,,,,19095.318657407406,49.57142857142857
Temperature,0.03321678321678323,MainPumpP1,,,,,,,,,,,,,,,19095.32074074074,48.285714285714285
Temperature,0.012237762237762184,MainPumpP1,,,,,,,,,,,,,,,19095.322824074075,47.028571428571425
Temperature,0.019230769230769162,MainPumpP1,,,,,,,,,,,,,,,19095.935324074075,46.01428571428572
Temperature,0.09615384615384615,MainPumpP1,,,,,,,,,,,,,,,19095.937407407408,45.84285714285714
Temperature,0.14160839160839145,MainPumpP1,,,,,,,,,,,,,,,19095.93949074074,46.214285714285715
Temperature,0.18181818181818177,MainPumpP1,,,,,,,,,,,,,,,19095.941574074073,47.08571428571429
Temperature,0.215034965034965,MainPumpP1,,,,,,,,,,,,,,,19095.943657407406,48.41428571428572
Temperature,0.24125874125874114,MainPumpP1,,,,,,,,,,,,,,,19095.94574074074,50.114285714285714
Temperature,0.25174825174825166,MainPumpP1,,,,,,,,,,,,,,,19095.947824074075,52.07142857142857
Temperature,0.25349650349650343,MainPumpP1,,,,,,,,,,,,,,,19095.94990740741,53.98571428571428
Temperature,0.2674825174825175,MainPumpP1,,,,,,,,,,,,,,,19095.95199074074,55.38571428571429
Temperature,0.27097902097902105,MainPumpP1,,,,,,,,,,,,,,,19095.954074074074,56.44285714285714
Temperature,0.27622377622377625,MainPumpP1,,,,,,,,,,,,,,,19095.956157407407,57.214285714285715
Temperature,0.29895104895104874,MainPumpP1,,,,,,,,,,,,,,,19095.95824074074,57.89999999999999
Temperature,0.3006993006993006,MainPumpP1,,,,,,,,,,,,,,,19095.960324074073,58.385714285714286
Temperature,0.29895104895104874,MainPumpP1,,,,,,,,,,,,,,,19095.96240740741,58.77142857142858
Temperature,0.3234265734265733,MainPumpP1,,,,,,,,,,,,,,,19095.964490740742,59.34285714285715
Temperature,0.3059440559440558,MainPumpP1,,,,,,,,,,,,,,,19095.966574074075,59.65714285714285
Temperature,0.3006993006993006,MainPumpP1,,,,,,,,,,,,,,,19095.968657407408,59.89999999999999
Temperature,0.3181818181818181,MainPumpP1,,,,,,,,,,,,,,,19095.97074074074,60.24285714285714
Temperature,0.3181818181818181,MainPumpP1,,,,,,,,,,,,,,,19095.972824074073,60.39999999999999
Temperature,0.2884615384615383,MainPumpP1,,,,,,,,,,,,,,,19095.974907407406,60.300000000000004
Temperature,0.25699300699300687,MainPumpP1,,,,,,,,,,,,,,,19095.97699074074,59.957142857142856
Temperature,0.21153846153846145,MainPumpP1,,,,,,,,,,,,,,,19095.979074074075,59.042857142857144
Temperature,0.1625874125874125,MainPumpP1,,,,,,,,,,,,,,,19095.98115740741,57.871428571428574
Temperature,0.12412587412587406,MainPumpP1,,,,,,,,,,,,,,,19095.98324074074,56.42857142857143
Temperature,0.09090909090909083,MainPumpP1,,,,,,,,,,,,,,,19095.985324074074,54.57142857142857
Temperature,0.05244755244755239,MainPumpP1,,,,,,,,,,,,,,,19095.987407407407,52.4
Temperature,0.01573426573426573,MainPumpP1,,,,,,,,,,,,,,,19095.98949074074,50.17142857142858
Temperature,0.04195804195804198,MainPumpP1,,,,,,,,,,,,,,,19096.016574074074,48.41428571428571
Temperature,0.11363636363636365,MainPumpP1,,,,,,,,,,,,,,,19096.018657407407,47.61428571428571
Temperature,0.14335664335664322,MainPumpP1,,,,,,,,,,,,,,,19096.02074074074,47.457142857142856
Temperature,0.1678321678321677,MainPumpP1,,,,,,,,,,,,,,,19096.022824074073,47.814285714285724
Temperature,0.1975524475524475,MainPumpP1,,,,,,,,,,,,,,,19096.02490740741,48.68571428571429
Temperature,0.21153846153846145,MainPumpP1,,,,,,,,,,,,,,,19096.026990740742,49.98571428571428
Temperature,0.20804195804195802,MainPumpP1,,,,,,,,,,,,,,,19096.029074074075,51.55714285714286
Temperature,0.2097902097902098,MainPumpP1,,,,,,,,,,,,,,,19096.031157407408,52.92857142857143
Temperature,0.20104895104895104,MainPumpP1,,,,,,,,,,,,,,,19096.03324074074,53.642857142857146
Temperature,0.17832167832167822,MainPumpP1,,,,,,,,,,,,,,,19096.035324074073,53.92857142857143
Temperature,0.145104895104895,MainPumpP1,,,,,,,,,,,,,,,19096.037407407406,53.74285714285714
Temperature,0.11713286713286708,MainPumpP1,,,,,,,,,,,,,,,19096.03949074074,53.08571428571428
Temperature,0.0926573426573426,MainPumpP1,,,,,,,,,,,,,,,19096.041574074075,52.114285714285714
Temperature,0.0751748251748251,MainPumpP1,,,,,,,,,,,,,,,19096.04365740741,51.028571428571425
Temperature,0.04895104895104885,MainPumpP1,,,,,,,,,,,,,,,19096.04574074074,49.714285714285715
Temperature,0.02622377622377625,MainPumpP1,,,,,,,,,,,,,,,19096.047824074074,48.285714285714285
Temperature,0.010489510489510412,MainPumpP1,,,,,,,,,,,,,,,19096.049907407407,46.91428571428571
Temperature,0.01573426573426573,MainPumpP1,,,,,,,,,,,,,,,19096.23324074074,45.857142857142854
Temperature,0.11713286713286708,MainPumpP1,,,,,,,,,,,,,,,19096.235324074074,45.857142857142854
Temperature,0.19405594405594395,MainPumpP1,,,,,,,,,,,,,,,19096.237407407407,46.68571428571429
Temperature,0.215034965034965,MainPumpP1,,,,,,,,,,,,,,,19096.23949074074,47.82857142857143
Temperature,0.21328671328671323,MainPumpP1,,,,,,,,,,,,,,,19096.241574074073,49.17142857142857
Temperature,0.19580419580419572,MainPumpP1,,,,,,,,,,,,,,,19096.24365740741,50.557142857142864
Temperature,0.17657342657342645,MainPumpP1,,,,,,,,,,,,,,,19096.245740740742,51.91428571428571
Temperature,0.15384615384615374,MainPumpP1,,,,,,,,,,,,,,,19096.247824074075,53.04285714285714
Temperature,0.12587412587412583,MainPumpP1,,,,,,,,,,,,,,,19096.249907407408,53.114285714285714
Temperature,0.1048951048951049,MainPumpP1,,,,,,,,,,,,,,,19096.25199074074,52.385714285714286
Temperature,0.08216783216783208,MainPumpP1,,,,,,,,,,,,,,,19096.254074074073,51.300000000000004
Temperature,0.06468531468531458,MainPumpP1,,,,,,,,,,,,,,,19096.256157407406,50.08571428571429
Temperature,0.04370629370629375,MainPumpP1,,,,,,,,,,,,,,,19096.25824074074,48.84285714285714
Temperature,0.02447552447552448,MainPumpP1,,,,,,,,,,,,,,,19096.260324074075,47.60000000000001
Temperature,0.005244755244755206,MainPumpP1,,,,,,,,,,,,,,,19096.26240740741,46.38571428571429
Temperature,0.06118881118881114,MainPumpP1,,,,,,,,,,,,,,,19096.29574074074,45.857142857142854
Temperature,0.12412587412587406,MainPumpP1,,,,,,,,,,,,,,,19096.297824074074,46.01428571428572
Temperature,0.145104895104895,MainPumpP1,,,,,,,,,,,,,,,19096.299907407407,46.52857142857143
Temperature,0.13461538461538458,MainPumpP1,,,,,,,,,,,,,,,19096.30199074074,47.1
Temperature,0.19405594405594395,MainPumpP1,,,,,,,,,,,,,,,19096.304074074073,48.32857142857143
Temperature,0.22552447552447552,MainPumpP1,,,,,,,,,,,,,,,19096.30615740741,49.97142857142857
Temperature,0.21153846153846145,MainPumpP1,,,,,,,,,,,,,,,19096.308240740742,51.65714285714285
Temperature,0.21328671328671323,MainPumpP1,,,,,,,,,,,,,,,19096.310324074075,52.9
Temperature,0.19930069930069927,MainPumpP1,,,,,,,,,,,,,,,19096.312407407408,53.51428571428571
Temperature,0.1748251748251748,MainPumpP1,,,,,,,,,,,,,,,19096.31449074074,53.75714285714285
Temperature,0.1398601398601399,MainPumpP1,,,,,,,,,,,,,,,19096.316574074073,53.800000000000004
Temperature,0.11363636363636365,MainPumpP1,,,,,,,,,,,,,,,19096.318657407406,53.142857142857146
Temperature,0.0926573426573426,MainPumpP1,,,,,,,,,,,,,,,19096.32074074074,52.05714285714286
Temperature,0.06818181818181812,MainPumpP1,,,,,,,,,,,,,,,19096.322824074075,50.88571428571429
Temperature,0.047202797202797075,MainPumpP1,,,,,,,,,,,,,,,19096.32490740741,49.528571428571425
Temperature,0.027972027972027913,MainPumpP1,,,,,,,,,,,,,,,19096.32699074074,48.12857142857143
Temperature,0.005244755244755206,MainPumpP1,,,,,,,,,,,,,,,19096.329074074074,46.74285714285715
Temperature,0.05069930069930062,MainPumpP1,,,,,,,,,,,,,,,19096.362407407407,46.01428571428571
Temperature,0.11888111888111885,MainPumpP1,,,,,,,,,,,,,,,19096.36449074074,46.05714285714286
Temperature,0.18006993006993,MainPumpP1,,,,,,,,,,,,,,,19096.366574074073,46.771428571428565
Temperature,0.22202797202797198,MainPumpP1,,,,,,,,,,,,,,,19096.36865740741,48.028571428571425
Temperature,0.2430069930069929,MainPumpP1,,,,,,,,,,,,,,,19096.370740740742,49.628571428571426
Temperature,0.26923076923076916,MainPumpP1,,,,,,,,,,,,,,,19096.372824074075,51.6
Temperature,0.27097902097902105,MainPumpP1,,,,,,,,,,,,,,,19096.374907407408,53.771428571428565
Temperature,0.2674825174825175,MainPumpP1,,,,,,,,,,,,,,,19096.37699074074,55.542857142857144
Temperature,0.26923076923076916,MainPumpP1,,,,,,,,,,,,,,,19096.379074074073,56.77142857142858
Temperature,0.2884615384615383,MainPumpP1,,,,,,,,,,,,,,,19096.381157407406,57.65714285714286
Temperature,0.3006993006993006,MainPumpP1,,,,,,,,,,,,,,,19096.38324074074,58.300000000000004
Temperature,0.3321678321678321,MainPumpP1,,,,,,,,,,,,,,,19096.385324074075,59.02857142857143
Temperature,0.30944055944055937,MainPumpP1,,,,,,,,,,,,,,,19096.38740740741,59.357142857142854
Temperature,0.31118881118881103,MainPumpP1,,,,,,,,,,,,,,,19096.38949074074,59.68571428571429
Temperature,0.2972027972027971,MainPumpP1,,,,,,,,,,,,,,,19096.391574074074,59.92857142857143
Temperature,0.3006993006993006,MainPumpP1,,,,,,,,,,,,,,,19096.393657407407,60.18571428571429
Temperature,0.3234265734265733,MainPumpP1,,,,,,,,,,,,,,,19096.39574074074,60.471428571428575
Temperature,0.3076923076923075,MainPumpP1,,,,,,,,,,,,,,,19096.397824074073,60.528571428571425
Temperature,0.2797202797202798,MainPumpP1,,,,,,,,,,,,,,,19096.39990740741,60.1
Temperature,0.28671328671328666,MainPumpP1,,,,,,,,,,,,,,,19096.401990740742,59.91428571428572
Temperature,0.29195804195804187,MainPumpP1,,,,,,,,,,,,,,,19096.404074074075,59.75714285714286
Temperature,0.3076923076923075,MainPumpP1,,,,,,,,,,,,,,,19096.406157407408,59.84285714285715
Temperature,0.2972027972027971,MainPumpP1,,,,,,,,,,,,,,,19096.40824074074,59.81428571428571
Temperature,0.29895104895104874,MainPumpP1,,,,,,,,,,,,,,,19096.410324074073,59.614285714285714
Temperature,0.325174825174825,MainPumpP1,,,,,,,,,,,,,,,19096.412407407406,59.75714285714285
Temperature,0.30944055944055937,MainPumpP1,,,,,,,,,,,,,,,19096.41449074074,60.0
Temperature,0.28671328671328666,MainPumpP1,,,,,,,,,,,,,,,19096.416574074075,60.0
Temperature,0.2674825174825175,MainPumpP1,,,,,,,,,,,,,,,19096.41865740741,59.800000000000004
Temperature,0.22377622377622375,MainPumpP1,,,,,,,,,,,,,,,19096.42074074074,59.11428571428571
Temperature,0.24825174825174812,MainPumpP1,,,,,,,,,,,,,,,19096.422824074074,58.714285714285715
Temperature,0.27447552447552437,MainPumpP1,,,,,,,,,,,,,,,19096.424907407407,58.51428571428571
Temperature,0.27097902097902105,MainPumpP1,,,,,,,,,,,,,,,19096.42699074074,58.07142857142857
Temperature,0.23601398601398604,MainPumpP1,,,,,,,,,,,,,,,19096.429074074073,57.471428571428575
Temperature,0.2499999999999999,MainPumpP1,,,,,,,,,,,,,,,19096.43115740741,57.17142857142858
Temperature,0.2884615384615383,MainPumpP1,,,,,,,,,,,,,,,19096.433240740742,57.34285714285715
Temperature,0.2657342657342656,MainPumpP1,,,,,,,,,,,,,,,19096.435324074075,57.685714285714276
Temperature,0.2604895104895104,MainPumpP1,,,,,,,,,,,,,,,19096.437407407408,57.785714285714285
Temperature,0.3076923076923075,MainPumpP1,,,,,,,,,,,,,,,19096.43949074074,58.057142857142864
Temperature,0.32692307692307687,MainPumpP1,,,,,,,,,,,,,,,19096.441574074073,58.51428571428572
Temperature,0.29020979020979,MainPumpP1,,,,,,,,,,,,,,,19096.443657407406,58.957142857142856
Temperature,0.2884615384615383,MainPumpP1,,,,,,,,,,,,,,,19096.44574074074,59.271428571428565
Temperature,0.2604895104895104,MainPumpP1,,,,,,,,,,,,,,,19096.447824074075,59.042857142857144
Temperature,0.25699300699300687,MainPumpP1,,,,,,,,,,,,,,,19096.44990740741,58.971428571428575
Temperature,0.23951048951048937,MainPumpP1,,,,,,,,,,,,,,,19096.45199074074,58.800000000000004
Temperature,0.20629370629370625,MainPumpP1,,,,,,,,,,,,,,,19096.454074074074,57.97142857142857
Temperature,0.19930069930069927,MainPumpP1,,,,,,,,,,,,,,,19096.456157407407,56.92857142857143
Temperature,0.23076923076923062,MainPumpP1,,,,,,,,,,,,,,,19096.45824074074,56.44285714285714
Temperature,0.27097902097902105,MainPumpP1,,,,,,,,,,,,,,,19096.460324074073,56.300000000000004
Temperature,0.26398601398601396,MainPumpP1,,,,,,,,,,,,,,,19096.46240740741,56.32857142857142
Temperature,0.27097902097902105,MainPumpP1,,,,,,,,,,,,,,,19096.464490740742,56.44285714285714
Temperature,0.29370629370629353,MainPumpP1,,,,,,,,,,,,,,,19096.466574074075,56.88571428571429
Temperature,0.26398601398601396,MainPumpP1,,,,,,,,,,,,,,,19096.468657407408,57.357142857142854
Temperature,0.27447552447552437,MainPumpP1,,,,,,,,,,,,,,,19096.47074074074,57.971428571428575
Temperature,0.2797202797202798,MainPumpP1,,,,,,,,,,,,,,,19096.472824074073,58.37142857142857
Temperature,0.29020979020979,MainPumpP1,,,,,,,,,,,,,,,19096.474907407406,58.528571428571425
